id,query,syntax,semantic,results,correctness level,normalized value,,,
346,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id=Performs.track_id AND Performs.artist_id=Artist.artist_id AND Artist.name='Queen' AND Track.duration>300;",1,1,1,8,1,,,
257,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id=Performs.track_id AND Performs.artist_id=Artist.artist_id AND Track.duration>300 AND Artist.name = 'Queen';",1,1,1,8,1,,,
205,"SELECT * FROM Track, Performs, Artist WHERE duration > 300 AND Artist.name = 'Queen' AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id;",1,1,1,8,1,,,
14,"SELECT * FROM Track, Performs, Artist WHERE duration > 300 AND Artist.name = 'Queen';",1,0,0,2,0.142857,,,
306,"SELECT * FROM Track, Performs, Artist WHERE duration > 300 AND Artist.name='Queen' AND Performs.track_id=Track.track_id AND Artist.artist_id=Performs.artist_id;",1,1,1,8,1,,,
101,"SELECT * FROM Track, Performs, Artist WHERE duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen';",1,1,1,8,1,,,
307,"SELECT * FROM Track, Performs, Artist WHERE duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND name = 'Queen';",1,1,1,8,1,,,
20,"SELECT * FROM Track, Performs, Artist WHERE duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND name = 'Queen';",1,1,1,8,1,,,
22,"SELECT * FROM Track, Performs, Artist WHERE duration > 300 AND name = 'Queen' AND Performs.artist_id = Artist.artist_id AND Performs.track_id = Track.track_id;",1,1,1,8,1,,,
107,"SELECT * FROM Track, Performs, Artist WHERE duration > 300 AND name = 'Queen';",1,0,0,2,0.142857,,,
46,"SELECT * FROM Track, Performs, Artist WHERE duration > 300 AND name='Queen' AND Performs.artist_id = Artist.artist_id AND Track.track_id = Performs.track_id;",1,1,1,8,1,,,
73,"SELECT * FROM Track, Performs, Artist WHERE duration > 300 AND name='Queen' AND Track.track_id=Performs.track_id AND Performs.artist_id=Artist.artist_id;",1,1,1,8,1,,,
130,"SELECT * FROM Track, Performs, Artist WHERE duration >300 AND name = 'Queen';",1,0,0,2,0.142857,,,
125,"SELECT * FROM Track, Performs, Artist WHERE duration>300 AND Artist.name='Queen'",1,0,0,2,0.142857,,,
244,"SELECT * FROM Track, Performs, Artist WHERE duration>300 AND Artist.name='Queen' AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id;",1,1,1,8,1,,,
350,"SELECT * FROM Track, Performs, Artist WHERE duration>300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND name = 'Queen';",1,1,1,8,1,,,
217,"SELECT * FROM Track, Performs, Artist WHERE duration>300 AND name = 'Queen' AND Performs.track_id = Track.track_id AND Performs.artist_id = Artist.artist_id;",1,1,1,8,1,,,
78,"SELECT * FROM Track, Performs, Artist WHERE duration>300 AND name=Queen"";""",1,0,0,2,0.142857,,,
96,"SELECT * FROM Track, Performs, Artist WHERE duration>300 AND name='Queen' AND Performs.track_id=Track.track_id AND Performs.artist_id = Artist.artist_id; ",1,1,1,8,1,,,
215,"SELECT * FROM Track, Performs, Artist WHERE duration>300 AND name='Queen' AND Track.track_id=Performs.track_id AND Performs.artist_id=Artist.artist_id;",1,1,1,8,1,,,
35,"SELECT * FROM Track, Performs, Artist WHERE duration>300 AND name='Queen';",1,0,0,2,0.142857,,,
299,"SELECT * FROM Track, Performs, Artist WHERE duration>300 AND name='Queen';",1,0,0,2,0.142857,,,
190,"SELECT * FROM Track, Performs, Artist WHERE duration>300 AND name='Queen';",1,0,0,2,0.142857,,,
8,"SELECT * FROM Track, Performs, Artist WHERE duration>300 AND name='Queen'; ",1,0,0,2,0.142857,,,
234,"SELECT * FROM Track, Performs, Artist WHERE name = 'Queen' AND duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id;",1,1,1,8,1,,,
222,"SELECT * FROM Track, Performs, Artist WHERE name =Queen"" AND duration>300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id;""",1,0,0,2,0.142857,,,
1,"SELECT * FROM Track, Performs, Artist WHERE( Artist.name='Queen' AND Track.duration>300) AND (Performs.artist_id=Artist.artist_id) AND (Performs.track_id= Track.track_id);",1,1,1,8,1,,,
79,"SELECT * FROM Track, Performs, Artist Where Track.duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name='Queen'; ",1,1,1,8,1,,,
281,"SELECT * FROM Track, Performs, Queen WHERE Track.duration > 300 AND Artist.name = 'queen'",1,0,0,2,0.142857,,,
84,"SELECT * FROM Track,Artist,Performs WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Artist.artist_id=Performs.artist_id AND Performs.track_id=Track.track_id ;",1,1,1,8,1,,,
169,"SELECT * FROM Track,Artist,Performs WHERE Track.duration>300 AND Artist.name='Queen' AND Artist.artist_id=Performs.artist_id AND Track.track_id=Performs.track_id;",1,1,1,8,1,,,
332,"SELECT * FROM Track,Artist,Performs WHERE Track.duration>300 AND Artist.name='Queen' AND Artist.artist_id=Performs.artist_id AND Track.track_id=Performs.track_id;",1,1,1,8,1,,,
177,"SELECT * FROM Track,Artist,Performs WHERE duration>300 AND name='Queen' AND Performs.track_id = Track.track_id AND Performs.artist_id = Artist.artist_id;",1,1,1,8,1,,,
81,"SELECT * FROM Track,Performs,Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Track.track_id=Performs.track_id AND Performs.artist_id=Artist.artist_id;",1,1,1,8,1,,,
41,"SELECT * FROM Track,Performs,Artist WHERE Track.track_id=Performs.track_id AND duration>300 AND Artist.artist_id = Performs.artist_id AND Artist.name='Queen';",1,1,1,8,1,,,
264,"SELECT * FROM Track,Performs,Artist WHERE duration > 300 AND Track.track_id = Performs.track_id AND Artist.name='Queen' AND Artist.artist_id = Performs.artist_id;",1,1,1,8,1,,,
278,"SELECT * FROM Track,Performs,Artist WHERE duration>100 AND artist.name = 'Queen';",1,0,0,2,0.142857,,,
224,"SELECT * FROM Track,Performs,Artist WHERE duration>300 AND name='Queen' AND Performs.track_id=Track.track_id AND Perfroms.artist_id=Artist.artist_id;",1,0,0,2,0.142857,,,
153,"SELECT * FROM Track,Performs,Artist WHERE track.duration > 300 AND artist.name = 'Queen' ",1,0,0,2,0.142857,,,
146,"SELECT * FROM artist, performs, track WHERE artist.artist_id = performs.artist_id AND performs.track_id=track.track_id AND artist.name = 'Queen' AND track.duration >300",1,1,1,8,1,,,
248,"SELECT * FROM track, performs, artist WHERE duration>300 AND track.track_id=performs.track_id AND artist.name='Queen'; ",1,0,0,2,0.142857,,,
137,"SELECT * FROM track,performs,artist WHERE duration > 300 AND name = 'Queen' AND track.track_id=performs.track_id AND performs.artist_id=artist.artist_id;",1,1,1,8,1,,,
3,"SELECT *; FROM Track, Performs, Artist; WHERE duration>300 AND name='Queen'",0,0,0,1,0,,,
269,"SELECT Artist.name FROM Track , Artist WHERE duration>300 AND Artist.name='Queen';",1,0,0,2,0.142857,,,
141,"SELECT DISTINCT * FROM Performs, Track WHERE duration>300 FROM Artist WHERE name='Queen';",0,0,0,1,0,,,
284,SELECT DISTINCT * FROM Track INNER JOIN Performs ON Track.track_id = Performs.track_id INNER JOIN Artist ON Performs.artist_id=Artist.artist_id WHERE Track.duration>300 AND Artist.name='Queen';,1,1,1,8,1,,,
85,SELECT DISTINCT * FROM Track INNER JOIN Performs ON Track.track_id=Performs.track_id INNER JOIN Artist ON Performs.artist_id=Artist.artist_id WHERE Track.duration > 300 AND Artist.name='Queen';,1,1,1,8,1,,,
9,"SELECT DISTINCT * FROM Track T, Performs P, Artist A WHERE P.artist_id = A.artist_id AND P.track_id = T.track_id AND T.duration > 300 AND A.name = 'Queen';",1,1,1,8,1,,,
312,"SELECT DISTINCT * FROM Track T, Performs P, Artist A WHERE duration > 300 AND name = 'Queen' AND T.track_id= P.track_id AND P.artist_id = A.artist_id;",1,1,1,8,1,,,
232,"SELECT DISTINCT * FROM Track T, Performs P, Artist A WHERE duration > 300 AND name = 'Queen' AND T.track_id= P.track_id AND P.artist_id = A.artist_id;",1,1,1,8,1,,,
126,"SELECT DISTINCT * FROM Track t, Performs p, Artist a WHERE t.track_id = p.track_id AND a.artist_id = p.artist_id AND t.duration > 300 AND a.name = 'Queen';",1,1,1,8,1,,,
333,"SELECT DISTINCT * FROM Track, Performes, Artist WHERE duration>300 AND name='Queen' AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id",1,0,0,2,0.142857,,,
327,"SELECT DISTINCT * FROM Track, Performs, Artist WHERE (Artist.name='Queen') AND (Track.duration>300) AND (Track.track_id=Performs.track_id) AND (Performs.artist_id=Artist.artist_id);",1,1,1,8,1,,,
77,"SELECT DISTINCT * FROM Track, Performs, Artist WHERE (Track.duration > 300) AND (Track.track_id = Performs.track_id) AND (Performs.artist_id = Artist.artist_id) AND (Artist.name = 'Queen');",1,1,1,8,1,,,
61,"SELECT DISTINCT * FROM Track, Performs, Artist WHERE Artist.artist_id = Performs.artist_id AND Track.track_id = Performs.track_id AND Artist.name = 'Queen' AND Track.duration > 300; ",1,1,1,8,1,,,
316,"SELECT DISTINCT * FROM Track, Performs, Artist WHERE Artist.name == 'Queen' AND Track.duration>300 AND Performs.artist_id = Artist.artist_id AND Performs.track_id = Track.track_id;",1,0,0,2,0.142857,,,
254,"SELECT DISTINCT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND (Artist.name = 'Queen'); ",1,0,0,2,0.142857,,,
229,"SELECT DISTINCT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id;",1,1,1,8,1,,,
12,"SELECT DISTINCT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Performs.track_id = Track.track_id AND Artist.artist_id = Performs.artist_id AND Artist.name = 'Queen';",1,1,1,8,1,,,
97,"SELECT DISTINCT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Performs.artist_id=Artist.artist_id AND Track.track_id=Performs.track_id AND Artist.name = 'Queen';",1,1,1,8,1,,,
302,"SELECT DISTINCT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen' AND Track.duration>300;",1,1,1,8,1,,,
321,"SELECT DISTINCT * FROM Track, Performs, Artist WHERE duration > 300 AND name = 'Queen' AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id;",1,1,1,8,1,,,
243,"SELECT DISTINCT * FROM Track, Performs, Artist WHERE duration>300 and name='Queen' and Performs.artist_id = Artist.artist_id and Performs.track_id = Track.track_id;",1,1,1,8,1,,,
318,"SELECT DISTINCT * FROM Track,Performs,Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Track.track_id=Performs.track_id AND Performs.artist_id=Artist.artist_id;",1,1,1,8,1,,,
136,"SELECT DISTINCT FROM Artist, Performs, Artist WHERE name = 'Queen' AND duration > 300; ",0,0,0,1,0,,,
176,"SELECT DISTINCT T.track_title FROM Track T, Performs P, Artist A WHERE T.track_id = P.track_id AND A.artist_id = P.artist_id AND T.duration > 300 AND A.name = 'Queen';",1,0,0,2,0.142857,,,
70,"SELECT DISTINCT Track FROM Artist, Performs WHERE Artist = 'Queen' AND duration > 300",1,0,0,2,0.142857,,,
69,"SELECT DISTINCT Track FROM Performs, Artist WHERE Performs.artist_id = Artist.artist_id WHERE Artist.name = 'Queen' AND duration > 300;",0,0,0,1,0,,,
60,"SELECT DISTINCT Track, Performs, Artist WHERE Track.duration > 300 AND Artist,name = 'Queen';",0,0,0,1,0,0,2,0.142857
94,SELECT DISTINCT Track.duration FROM Track WHERE Track = Performs AND Performs = Artist,1,0,0,2,0.142857,,,
326,"SELECT DISTINCT Track.track_title FROM Artist, Track, Performs WHERE Track.duration>300 AND Artist.artist_id=Performs.artist_id AND Performs.track_id=Track.track_id AND Artist.name='Queen' ",1,0,0,2,0.142857,,,
296,"SELECT DISTINCT Track.track_title FROM Track, Performs, Artist WHERE Track.duration < 300 AND Performs.artist_id = Artist.artist_id AND Performs.track_id = Track.track_id AND Artist.name = 'Queen';",1,0,0,2,0.142857,,,
113,"SELECT DISTINCT Track.track_title FROM Track, Performs, Artist WHERE Track.duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen';",1,0,0,2,0.142857,,,
165,"SELECT DISTINCT Track.track_title FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id; ",1,0,0,2,0.142857,,,
283,"SELECT DISTINCT duration, name FROM Track, Performs, Artist WHERE duration>300 AND name='Queen';",1,0,0,2,0.142857,,,
219,"SELECT DISTINCT track_title FROM Track, Artist, Performs WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id;",1,0,0,2,0.142857,,,
112,"SELECT DISTINCT track_title FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.artist_id = 'Queen';",1,0,0,2,0.142857,,,
166,"SELECT DISTINCT track_title FROM Track, Performs, Artist WHERE Track.duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = (SELECT artist_id FROM Artist WHERE Artist.name = 'Queen');",1,0,0,2,0.142857,,,
238,"SELECT DISTINCT track_title FROM Track, Performs, Artist WHERE Track.track_id=Performs.track_id AND Performs.artist_id=Artist.artist_id AND duration>300 AND Artist.name='Queen'; ",1,0,0,2,0.142857,,,
313,"SELECT DISTINCT track_title FROM Track, Performs, Artist WHERE duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist.id AND Artist.name = 'Queen';",1,0,0,2,0.142857,,,
40,SELECT FROM,0,0,0,1,0,,,
110,"SELECT T.track_title FROM Track T, Performs P, Artist A WHERE T.track_id = P.track_id AND T.duration > 300 AND P.artist_id = A.artist_id AND A.name = 'Queen';",1,0,0,2,0.142857,,,
273,"SELECT TRACK.track_title from Track, Performs, Artist WHERE Track.track_id == Performs.track_id AND Artist.artist_id == Performs.artist_id AND Artist.name ='Queen' AND Track.duration >300; ",1,0,0,2,0.142857,,,
277,"SELECT Track FROM Track, Performs, Artist WHERE Artist.name='Queen' AND Track.duration > 300 AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id; ",1,0,0,2,0.142857,,,
211,"SELECT Track JOIN Performs JOIN Artist, WHERE Track.duration>300 AND Artist.name = 'Queen' ",0,0,0,1,0,,,
145,SELECT Track JOIN Performs JOIN SELECT Artist WHERE name='Queen' WHERE duration>300,0,0,0,1,0,,,
59,SELECT Track.title AND Performs FROM Track WHERE Artist.name='Queen' AND Track.duration > 300;,1,0,0,2,0.142857,,,
27,"SELECT Track.track_title FROM Artist, Track, Performs WHERE duration > 300 AND Artist.name='Queen' AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id;",1,0,0,2,0.142857,,,
30,"SELECT Track.track_title FROM Track, Artist, Performs WHERE Artist.name = 'Queen' AND Track.duration > 300 AND Performs.artist_id = Artist.artist_id; ",1,0,0,2,0.142857,,,
330,"SELECT Track.track_title FROM Track, Artist, Performs WHERE duration > 300 AND name = 'Queen' AND Artist.artist_id = Performs.artist_id AND Track.track_id = Performs.track_id;",1,0,0,2,0.142857,,,
331,"SELECT Track.track_title FROM Track, Artist, Performs WHERE duration > 300 AND name = 'Queen' AND Artist.artist_id= Performs.artist_id AND Track.track_id = Performs.track_id;",1,0,0,2,0.142857,,,
118,"SELECT Track.track_title FROM Track, Performs, Artist WHERE Artist.name = 'Queen' AND Performs.artist_id = Artist.artist_id AND Performs.track_id = Track.track_id AND Track.duration > 300;",1,0,0,2,0.142857,,,
236,"SELECT Track.track_title FROM Track, Performs, Artist WHERE Artist.name == 'Queen' AND Track.duration > 300 AND Artist.artist_id == Performs.artist_id AND Performs.track_id == Track.track_id;",1,0,0,2,0.142857,,,
195,"SELECT Track.track_title FROM Track, Performs, Artist WHERE Track.duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen';",1,0,0,2,0.142857,,,
64,"SELECT Track.track_title FROM Track, Performs, Artist WHERE duration > 300 AND name = 'Queen' AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id;",1,0,0,2,0.142857,,,
33,"SELECT Track.track_title FROM Track, Performs, Artist WHERE duration > 300 AND name = 'Queen' AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id;",1,0,0,2,0.142857,,,
247,"SELECT Track.track_title FROM Track, performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Track.track_id=performs.track_id AND performs.artist_id=Artist.artist_id;",1,0,0,2,0.142857,,,
272,"SELECT Track.track_title FROM Track,Performs,Artist WHERE Track.duration > 300 AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen';",1,0,0,2,0.142857,,,
175,"SELECT Track.track_title FROM Track,Performs,Artist WHERE Track.duration > 300 AND Performs.track_id = Track.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen';",1,0,0,2,0.142857,,,
231,"SELECT Track.track_title FROM Track,Performs,Artist WHERE duration>300 AND name='Queen' AND Performs.artist_id=Artist.artist_id AND Performs.track_id=Track.track_id;",1,0,0,2,0.142857,,,
186,"SELECT Track.track_title from Track, Artist, Performs WHERE Track.duration>300 AND Performs.track_id=Track.track_id AND Performs.artist_id=Artist.artist_id AND Artist.name='Queen';",1,0,0,2,0.142857,,,
72,"SELECT artist_id, track_id FROM Track NATURAL JOIN Artist WHERE duration>300 AND name='Queen' ",1,0,0,2,0.142857,,,
245,"SELECT duration, Track.track_id , name , Artist.artist_id , Performs.track_id , Performs.artist_id FROM Track,Artist,Performs WHERE duration > 300 AND name='Queen' AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id ; ",1,0,0,2,0.142857,,,
216,SELECT duration>300 SELECT name='Queen,0,0,0,1,0,,,
345,SELECT duration>300(Track) FROM Artist Where Performs = Artist AND name = 'Queen',0,0,0,1,0,,,
246,"SELECT name, duration, track_title FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE name = 'Queen' AND duration > 300;",1,0,0,2,0.142857,,,
173,"SELECT name, track_title, duration FROM Artist,Track, Performs WHERE Performs.track_id == Track.track_id AND Track.duration > 300 AND Artist.artist_id == Performs.artist_id AND Artist.name == 'Queen';",1,0,0,2,0.142857,,,
322,"SELECT name, track_title, duration FROM Track, Performs, Artist WHERE Artist.name == 'Queen' AND Artist.artist_id == Performs.artist_id AND Track.duration > 300 AND Track.track_id == Performs.track_id;",1,0,0,2,0.142857,,,
89,"SELECT t.track_id, t.album_id, t.track_title, t.duration, t.popularity, t.explicit, a.artist_id, a.name FROM track t JOIN performs p ON t.track_id = p.track_id JOIN artist a ON p.artist_id = a.artist_id WHERE t.duration > 300 AND a.name = 'Queen';",1,0,0,2,0.142857,,,
25,SELECT title FROM Track WHERE Artist.artist_id = Track.track_id AND Artist.name = 'Queen' AND Track.duration > 300;,1,0,0,2,0.142857,,,
201,"SELECT title FROM Track, Artist WHERE duration > 300 AND name = 'Queen';",1,0,0,2,0.142857,,,
108,"SELECT track FROM Track, Performs, Artist WHERE duration>300 AND name='Queen' ",1,0,0,2,0.142857,,,
335,"SELECT track.name, Artist.name FROM performs p LEFT JOIN p.track_id=Tracks.track_id RIGHT JOIN p.artist_id=Artists.artist_id WHERE artists.name='queen' AND Track.duration>300 ",0,0,0,1,0,,,
161,"SELECT track.track_title FROM track,performs,artist WHERE track.duration>300 AND artist.name='Queen' AND track.track_id=performs.track_id AND performs.artist_id=artist.artist_id;",1,0,0,2,0.142857,,,
120,"SELECT track.track_title FROM track,performs,artist WHERE track.duration>300 AND artist.name='Queen' AND track.track_id=performs.track_id AND performs.artist_id=artist.artist_id;",1,0,0,2,0.142857,,,
74,"SELECT track.track_title FROM track,performs,artist WHERE track.duration>300 AND artist.name='Queen' AND track.track_id=performs.track_id AND performs.artist_id=artist.artist_id; ",1,0,0,2,0.142857,,,
276,"SELECT track_id FROM Track, Artist, Performs A WHERE Track.duration > 300 AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen';",1,0,0,2,0.142857,,,
24,"SELECT track_id FROM Track, Performs, Artist WHERE duration>300 AND name ='Queen';",1,0,0,2,0.142857,,,
198,"SELECT track_title FROM Artist A, Track T, Performs P WHERE P.track_id = T.track_id AND A.artist_id = P.artist_id AND T.duration > 300 AND A.name = 'Queen';",1,0,0,2,0.142857,,,
119,"SELECT track_title FROM Artist,Track,Performs WHERE duration > 300 AND Artist.name='Queen' AND Artist.artist_id=Performs.artist_id AND Track.track_id=Performs.track_id ;",1,0,0,2,0.142857,,,
185,SELECT track_title FROM Track CROSS JOIN Performs CROSS JOIN Artist WHERE Performs.artist_id=Artist.artist_id AND Track.track_id=Performs.track_id AND Track.duration>300 AND Artist.name='Queen';,1,0,0,2,0.142857,,,
109,"SELECT track_title FROM Track T, Performs P, Artist A WHERE T.track_id = P.track_id AND P.artist_id = A.artist_id AND T.duration > 300 AND A.name = 'Queen';",1,0,0,2,0.142857,,,
221,"SELECT track_title FROM Track, Artist, Performs WHERE Artist.name = 'Queen' AND Artist.artist_id = Performs.artist_id AND Performs.track_id = Track.track_id AND Track.duration > 300;",1,0,0,2,0.142857,,,
143,"SELECT track_title FROM Track, Artist, Performs WHERE Artist.name = 'Queen' AND Artist.artist_id = Performs.artist_id AND Performs.track_id = Track.track_id AND Track.duration > 300;",1,0,0,2,0.142857,,,
282,"SELECT track_title FROM Track, Artist, Performs WHERE Performs.artist_id=Artist.artist_id AND Performs.track_id=Track.track_id AND Duration>300 AND Artist.name= 'Queen';",1,0,0,2,0.142857,,,
206,"SELECT track_title FROM Track, Artist, Performs WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id;",1,0,0,2,0.142857,,,
253,"SELECT track_title FROM Track, Artist, Performs WHERE Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id AND duration > 300 AND name = 'Queen';",1,0,0,2,0.142857,,,
106,"SELECT track_title FROM Track, Artist, Performs WHERE duration>300 AND name='Queen' AND Performs.track_id=Track.track_id AND Performs.artist_id=Artist.artist_id;",1,0,0,2,0.142857,,,
304,"SELECT track_title FROM Track, Performs, Artist WHERE Artist.artist_id = Performs.artist_id AND Performs.track_id = Track.track_id AND duration > 300 AND name = 'Queen';",1,0,0,2,0.142857,,,
139,"SELECT track_title FROM Track, Performs, Artist WHERE Artist.artist_id = Performs.artist_id AND Performs.track_id = Track.track_id AND name = 'Queen' AND duration > 300 ",1,0,0,2,0.142857,,,
237,"SELECT track_title FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Artist.artist_id = Performs.artist_id AND Performs.track_id = Track.track_id;",1,0,0,2,0.142857,,,
297,"SELECT track_title FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name =='Queen' AND Performs.artist_id==Artist.artist_id AND performs.track_id == Track.track_id;",1,0,0,2,0.142857,,,
103,"SELECT track_title FROM Track, Performs, Artist WHERE Track.duration > 300 AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen'",1,0,0,2,0.142857,,,
239,"SELECT track_title FROM Track, Performs, Artist WHERE Track.duration > 300 AND Track.track_id = Performs.track_id AND Artist.name = 'Queen' AND Artist.artist_id = Performs.artist_id;",1,0,0,2,0.142857,,,
348,"SELECT track_title FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Artist.artist_id=Performs.artist_id AND Performs.track_id = Track.track_id;",1,0,0,2,0.142857,,,
199,"SELECT track_title FROM Track, Performs, Artist WHERE Track.track_id=Performs.track_id AND Artist.artist_id=Performs.artist_id AND name='Queen' AND duration > 300;",1,0,0,2,0.142857,,,
129,"SELECT track_title FROM Track, Performs, Artist WHERE duration > '300' AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND name = 'Queen';",1,0,0,2,0.142857,,,
260,"SELECT track_title FROM Track, Performs, Artist WHERE duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen';",1,0,0,2,0.142857,,,
52,"SELECT track_title FROM Track, Performs, Artist WHERE duration>300 AND name='Queen' AND Performs.artist_id=Artist.artist_id AND Performs.track_id=Track.track_id;",1,0,0,2,0.142857,,,
114,"SELECT track_title FROM Track,Artist WHERE name = 'Queen' AND duration > 300",1,0,0,2,0.142857,,,
325,"SELECT track_title FROM Track,Artist,Performs WHERE Artist.artist_id = Performs.artist_id AND Track.track_id=Performs.track_id AND name=Queen"" AND duration>""300"" """,1,0,0,2,0.142857,,,
157,SELECT track_title FROM track JOIN writes ON track.track_id = writes.track_id JOIN artist ON writes.artist_id = Artist.artist_id WHERE artist.name = 'Queen' AND track.duration > 300;,1,0,0,2,0.142857,,,
149,"SELECT track_title FROM track, performs, artist WHERE track.track_id = performs.track_id AND performs.artist_id = artist.artist_id AND artist.name = 'Queen' AND track.duration > 300;",1,0,0,2,0.142857,,,
202,"SELECT* FROM Track, Artist,Performs WHERE Track.duration>300 AND Artist.name='Queen' AND Artist.artist_id=Performs.artist_id AND Track.track_id=Performs.track_id;",1,1,1,8,1,,,
341,"SELECT* FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id;",1,1,1,8,1,,,
135,SELECT*FROM Track natural join Performs natural join Artist WHERE duration>300 AND name='Queen';,1,0,0,2,0.142857,,,
102,"Select * From Track, Performs, Artist Where Track.duration>300 AND Artist.name='Queen' ",1,0,0,2,0.142857,,,
124,"Select * from Track a, Performs b, Artist c where a.duration > 300 and c.name = 'Queen' and b.artist_id=c.artist_id;",1,0,0,2,0.142857,,,
235,"Select * from Track, Performs, Artist where Track.duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen';",1,1,1,8,1,,,
122,"Select track_title FROM Track,Performs,Artist WHERE Track.duration >300 AND Artist.name='Queen' AND Performs.artist_id=Artist.artist_id AND Performs.track_id = Track.track_id;",1,0,0,2,0.142857,,,
155,"Select track_title from Track, Performs, Artist where Track.artist_id = Performs.artist_id and Performs.artist_id = Artist.artist_id and Track.duration > 300 and Artist.name = 'Queen';",1,0,0,2,0.142857,,,
339,n > 300 AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen';,0,0,0,1,0,,,
338,select * from ( select * from Track where duration>300) T natural join Performs natural join (select * from Artist where name = 'Queen') A;,1,0,0,2,0.142857,,,
48,select * from (Track natural join Performs) natural join (select * from Artist where name='Queen') where duration > 300,0,0,0,1,0,,,
280,"select * from Artist, Performs, Track Where Performs.artist_id=Artist.artist_id AND Artist.name= 'Queen' And Track.track_id=Performs.track_id AND Track.duration > 300;",1,1,1,8,1,,,
19,select * from Track natural join Performs natural join Artist where name='Queen' AND duration > 300;,1,0,0,2,0.142857,,,
37,"select * from track, Performs where track.duration > 300 AND track.track_id = Performs.track_id AND artist_id = (SELECT artist_id from artist where name = 'Queen'); ",1,0,0,2,0.142857,,,
204,"select * from track, performs, artist where duration > 300 and name = 'Queen' and performs.artist_id = artist.artist_id;",1,0,0,2,0.142857,,,
86,"select * from track,performs,artist where track.duration > 300 and artist.name = 'Queen' and track.track_id=performs.track_id and performs.artist_id=artist.artist_id;",1,1,1,8,1,,,
