Org Defined ID,Answer_original,Score_original,Score_final,score_difference,filename,text,tree,,z,
70,"SELECT song FROM Track T, Album A WHERE T.album_id = A.album_id AND title = ¨Nevermind¨;",0.8,0.25,-0.55,score_differences_292292__5_3.csv,5,3,,,
70,"SELECT song FROM Track T, Album A WHERE T.album_id = A.album_id AND title = ¨Nevermind¨;",0.8,0.75,-0.05,score_differences_292292__5_4.csv,5,4,,Irrelevant,
70,"SELECT song FROM Track T, Album A WHERE T.album_id = A.album_id AND title = ¨Nevermind¨;",0.8,0.75,-0.05,score_differences_292292__5_5.csv,5,5,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__0_0.csv,0,0,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__0_1.csv,0,1,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__0_2.csv,0,2,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__0_3.csv,0,3,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__0_4.csv,0,4,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__0_5.csv,0,5,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__1_0.csv,1,0,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__1_1.csv,1,1,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__1_2.csv,1,2,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__1_3.csv,1,3,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__1_4.csv,1,4,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__1_5.csv,1,5,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__2_0.csv,2,0,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__2_1.csv,2,1,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__2_2.csv,2,2,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__2_3.csv,2,3,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__2_4.csv,2,4,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__2_5.csv,2,5,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__3_0.csv,3,0,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__3_1.csv,3,1,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__3_2.csv,3,2,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__3_3.csv,3,3,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__3_4.csv,3,4,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__3_5.csv,3,5,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__4_0.csv,4,0,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__4_1.csv,4,1,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__4_2.csv,4,2,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__4_3.csv,4,3,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.75,-0.05,score_differences_292292__4_4.csv,4,4,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.75,-0.05,score_differences_292292__4_5.csv,4,5,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__5_0.csv,5,0,,Irrelevant,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__5_1.csv,5,1,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__5_2.csv,5,2,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__5_3.csv,5,3,,,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.75,-0.05,score_differences_292292__5_4.csv,5,4,,Irrelevant,
73,"SELECT song FROM Track T, Album A WHERE A.album_id = T.album_id AND A.title = ´Nevermind´;",0.8,0.75,-0.05,score_differences_292292__5_5.csv,5,5,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__0_0.csv,0,0,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__0_1.csv,0,1,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__0_2.csv,0,2,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__0_3.csv,0,3,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__0_4.csv,0,4,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__0_5.csv,0,5,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__1_0.csv,1,0,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__1_1.csv,1,1,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__1_2.csv,1,2,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__1_3.csv,1,3,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__1_4.csv,1,4,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__1_5.csv,1,5,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__2_0.csv,2,0,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__2_1.csv,2,1,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__2_2.csv,2,2,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__2_3.csv,2,3,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__2_4.csv,2,4,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__2_5.csv,2,5,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__3_0.csv,3,0,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__3_1.csv,3,1,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__3_2.csv,3,2,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__3_3.csv,3,3,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__3_4.csv,3,4,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__3_5.csv,3,5,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__4_0.csv,4,0,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__4_1.csv,4,1,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__4_2.csv,4,2,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__4_3.csv,4,3,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.75,-0.05,score_differences_294294__4_4.csv,4,4,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.75,-0.05,score_differences_294294__4_5.csv,4,5,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__5_0.csv,5,0,,Irrelevant,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__5_1.csv,5,1,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__5_2.csv,5,2,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.25,-0.55,score_differences_294294__5_3.csv,5,3,,,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.75,-0.05,score_differences_294294__5_4.csv,5,4,,Irrelevant,
76,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitarist´;,0.8,0.75,-0.05,score_differences_294294__5_5.csv,5,5,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__0_0.csv,0,0,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__0_1.csv,0,1,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__0_2.csv,0,2,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__0_3.csv,0,3,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__0_4.csv,0,4,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__0_5.csv,0,5,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__1_0.csv,1,0,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__1_1.csv,1,1,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__1_2.csv,1,2,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__1_3.csv,1,3,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__1_4.csv,1,4,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__1_5.csv,1,5,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__2_0.csv,2,0,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__2_1.csv,2,1,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__2_2.csv,2,2,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__2_3.csv,2,3,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__2_4.csv,2,4,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__2_5.csv,2,5,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__3_0.csv,3,0,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__3_1.csv,3,1,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__3_2.csv,3,2,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__3_3.csv,3,3,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__3_4.csv,3,4,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__3_5.csv,3,5,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__4_0.csv,4,0,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__4_1.csv,4,1,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__4_2.csv,4,2,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__4_3.csv,4,3,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.75,0.75,score_differences_294294__4_4.csv,4,4,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.75,0.75,score_differences_294294__4_5.csv,4,5,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__5_0.csv,5,0,,Irrelevant,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__5_1.csv,5,1,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__5_2.csv,5,2,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.25,0.25,score_differences_294294__5_3.csv,5,3,,,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.75,0.75,score_differences_294294__5_4.csv,5,4,,Irrelevant,
77,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role = ´guitarist´;",0,0.75,0.75,score_differences_294294__5_5.csv,5,5,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__0_0.csv,0,0,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__0_1.csv,0,1,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__0_2.csv,0,2,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__0_3.csv,0,3,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__0_4.csv,0,4,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__0_5.csv,0,5,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__1_0.csv,1,0,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__1_1.csv,1,1,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__1_2.csv,1,2,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__1_3.csv,1,3,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__1_4.csv,1,4,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__1_5.csv,1,5,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__2_0.csv,2,0,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__2_1.csv,2,1,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__2_2.csv,2,2,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__2_3.csv,2,3,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__2_4.csv,2,4,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__2_5.csv,2,5,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__3_0.csv,3,0,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__3_1.csv,3,1,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__3_2.csv,3,2,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__3_3.csv,3,3,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__3_4.csv,3,4,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__3_5.csv,3,5,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__4_0.csv,4,0,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__4_1.csv,4,1,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__4_2.csv,4,2,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__4_3.csv,4,3,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__4_4.csv,4,4,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__4_5.csv,4,5,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__5_0.csv,5,0,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__5_1.csv,5,1,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__5_2.csv,5,2,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.25,-0.55,score_differences_293293__5_3.csv,5,3,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.75,-0.05,score_differences_293293__5_4.csv,5,4,,,
77,SELECT album_id FROM Release R WHERE R.country= ´Belgium´;,0.8,0.75,-0.05,score_differences_293293__5_5.csv,5,5,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__0_0.csv,0,0,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__0_1.csv,0,1,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__0_2.csv,0,2,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__0_3.csv,0,3,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__0_4.csv,0,4,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__0_5.csv,0,5,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__1_0.csv,1,0,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__1_1.csv,1,1,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__1_2.csv,1,2,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__1_3.csv,1,3,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__1_4.csv,1,4,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__1_5.csv,1,5,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__2_0.csv,2,0,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__2_1.csv,2,1,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__2_2.csv,2,2,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__2_3.csv,2,3,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__2_4.csv,2,4,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__2_5.csv,2,5,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__3_0.csv,3,0,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__3_1.csv,3,1,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__3_2.csv,3,2,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__3_3.csv,3,3,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__3_4.csv,3,4,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__3_5.csv,3,5,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__4_0.csv,4,0,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__4_1.csv,4,1,,,
77,"SELECT song FROM Track T, Album A WHERE T.album_id= A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55,score_differences_292292__4_2.csv,4,2,,,
