Org Defined ID,Answer_original,Score_original,Score_final,score_difference,filename
36,"SELECT a.name AS artist_name, COUNT( t.track_id) AS track_count FROM Track t, Artist a, Performs p WHERE t.track_id = p.track_id AND p.artist_id = a.artist_id GROUP BY p.artist_id HAVING COUNT (DISTINCT t.track_id > 3) ORDER BY track_count DESC;",0.0,0.25,0.25,289/quiz_graded_5_5.csv
37,"SELECT DISTINCT Artist.name, COUNT(Performs.track_id) FROM Artist, Performs WHERE Artist.artist_id=Performs.artist_id GROUP BY Artist.name;",0.0,0.25,0.25,289/quiz_graded_5_5.csv
38,"SELECT Artist.name, COUNT(Track.track_id) AS total FROM Track, Artist, Performs WHERE Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id AND total >= 3 GROUP BY Artist.name ORDER BY total DESC;",0.0,0.25,0.25,289/quiz_graded_5_5.csv
38,"WITH RECURSIVE EmployeesOF (id) AS (   (SELECT X.employee_nr AS id    FROM Employee X    WHERE X.manager_id = 'U000001')   UNION   (SELECT X.employee_nr AS id   FROM EmployeesOF Y, Employee X   WHERE Y.id = X.id) ) SELECT employee_nr FROM EmployeesOf;",0.0,0.25,0.25,309/quiz_graded_5_5.csv
38,"SELECT Album.title, SUM(Track.duration) AS total FROM Track, Album WHERE Album.album_id = Track.track_id GROUP BY Album.title;",0.0,0.25,0.25,290/quiz_graded_5_5.csv
39,"SELECT Album.title, SUM(Track.duration) FROM Track, Album WHERE Album.album_id = Track.album_id;",0.0,0.25,0.25,290/quiz_graded_5_5.csv
39,"WITH RECURSIVE Chain(employee_nr) AS(  SELECT Employee.employee_nr FROM Employee WHERE manager_nr = 'U000001'  UNION  SELECT Employee.employee_nr FROM Chain, Employee WHERE Employee.manager_nr = Chain.employee_nr  UNION   SELECT Employee.employee_nr FROM Employee WHERE employee_nr = 'U000001'  ) SELECT * FROM Chain;",0.0,0.25,0.25,309/quiz_graded_5_5.csv
39,SELECT Artist.name FROM Artist WHERE death_date = 'NULL';,0.0,0.75,0.75,295/quiz_graded_5_5.csv
39,"SELECT Track.song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND NOT Performs.role = 'vocals';",0.0,0.5,0.5,291/quiz_graded_5_5.csv
39,"SELECT DISTINCT Artist.name, COUNT(Track.track_id) FROM Track, Artist, Performs WHERE Track.track_id = Performs.track_id AND Artist.artist_id = Performs.track_id AND COUNT( Track.track_id) > 2 GROUP BY COUNT(Track.track_id);",0.0,0.25,0.25,289/quiz_graded_5_5.csv
39,SELECT Track.song FROM Track WHERE album_id = 'Nevermind';,0.0,0.25,0.25,292/quiz_graded_5_5.csv
40,"SELECT song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND Performs.role != 'vocals' AND Performs.artist_id != NULL;",0.0,0.25,0.25,291/quiz_graded_5_5.csv
40,"SELECT title, SUM(duration) FROM Album, Track WHERE Album.album_id = Track.album_id;",0.0,0.25,0.25,290/quiz_graded_5_5.csv
40,"SELECT album_id FROM Album, Release WHERE Album.album_id = Release.album_id AND Release.country = 'Belgium';",0.8,0.25,-0.55,293/quiz_graded_5_5.csv
40,"WITH RECURSIVE Managers (employee_nr) AS (SELECT X.manager_nr AS employee_nr FROM Employee X WHERE X.employee_nr = 'U000001' UNION (SELECT X.manager_nr AS employee_nr FROM Managers Y, Employee Y WHERE Y.employee_nr = X.employee_nr)) SELECT * FROM Managers;",0.0,0.25,0.25,309/quiz_graded_5_5.csv
40,SELECT DISTINCT name FROM Artist WHERE Artist.death_date = NULL;,0.0,0.25,0.25,295/quiz_graded_5_5.csv
40,"SELECT DISTINCT artist_id FROM Artist, Performs WHERE Artist.artist_id = Performs.artist_id AND Performs.role = 'guitarist';",0.8,0.25,-0.55,294/quiz_graded_5_5.csv
40,"SELECT DISTINCT name, COUNT(track_id) as count FROM Artist, Track, Performs WHERE Artist.artist_id = Performs.artist_id AND Performs.track_id = Track.track_id AND count >= 3 ORDER BY count DESC;",0.0,0.25,0.25,289/quiz_graded_5_5.csv
41,SELECT artist_id FROM Performs  WHERE role = 'guitarist',0.0,0.5,0.5,294/quiz_graded_5_5.csv
41,"WITH RECURSIVE ManagedEmployees(nr) AS (SELECT E.employee_nr AS nr  FROM Employee E  WHERE E.nr = 'U000001'  UNION  SELECT E.manager_nr AS nr  FROM ManagedEmployees M, Employee E  WHERE M.nr = E.nr  AND NOT E.manager_nr IS NULL) SELECT * FROM ManagedEmployees",0.0,0.25,0.25,309/quiz_graded_5_5.csv
41,"SELECT Artist.name, COUNT(DISTINCT Track.track_id) AS track_count FROM Artist JOIN Performs ON Performs.artist_id = Artist.artist_id JOIN Track ON Track.track_id = Performs.track_id GROUP BY Artist.name HAVING COUNT(DISTINCT Track.track_id) >= 3 ORDER BY DESC",0.0,0.125,0.125,289/quiz_graded_5_5.csv
42,"SELECT song FROM Track, Album WHERE Track.album_id = Album.album_id AND Album.album_id = 'Nevermind';",0.0,0.25,0.25,292/quiz_graded_5_5.csv
42,SELECT name FROM Artist WHERE death_date IS NOT NULL;,0.0,0.75,0.75,295/quiz_graded_5_5.csv
42,"SELECT title, SUM(duration) AS duration FROM Album, Track WHERE Album.album_id = Track.album_id GROUP BY album_id;",0.0,0.25,0.25,290/quiz_graded_5_5.csv
42,WITH RECURSIVE EmployeeManaged(employee_nr) AS ( SELECT employee_nr FROM Employee WHERE employee_nr = 'U000001' OR manager_nr = 'U000001' UNION SELECT employee_nr FROM Employee WHERE EmployeeManaged(manager_nr) = 'U000001' ) SELECT employee_nr;,0.0,0.25,0.25,309/quiz_graded_5_5.csv
42,"SELECT album_id FROM Album, Release WHERE Album.album_id = Release.album_id AND country = 'Belgium';",0.0,0.25,0.25,293/quiz_graded_5_5.csv
43,SELECT song FROM Track NATURAL JOIN Album WHERE title = ´Nevermind´;,0.8,0.75,-0.050000000000000044,292/quiz_graded_5_5.csv
43,"SELECT title, SUM(duration) FROM Album NATURAL JOIN TRACK;",0.0,0.25,0.25,290/quiz_graded_5_5.csv
43,SELECT artist_id FROM Performs WHERE role=´guitarist´;,0.0,0.25,0.25,294/quiz_graded_5_5.csv
43,SELECT album_id FROM Release WHERE country=´Belgium´;,0.8,0.75,-0.050000000000000044,293/quiz_graded_5_5.csv
43,SELECT DISTINCT song FROM Track NATURAL JOIN Performs WHERE role !=´vocals´ AND artist_id IS NOT NULL;,0.0,0.25,0.25,291/quiz_graded_5_5.csv
44,"SELECT Album.title, SUM(Track.duration) FROM Album, Track WHERE Album.album_id = Track.album_id GROUP BY Album.album_id;",1.0,0.25,-0.75,290/quiz_graded_5_5.csv
44,"SELECT Artist.name, COUNT(*) AS count_tracks FROM Artist, Track, Performs WHERE Artist.artist_id = Performs.artist_id AND Track.track_id = Performs.track_id GROUP BY Artist.artist_id HAVING count_tracks >= 3 ORDER BY count_tracks DESC;",0.5,0.25,-0.25,289/quiz_graded_5_5.csv
44,"SELECT Track.song FROM Track,Performs WHERE Track.track_id = Performs.track_id AND NOT EXISTS(SELECT *  FROM Track, Performs  WHERE Performs.role = 'vocals');",0.0,0.25,0.25,291/quiz_graded_5_5.csv
44,SELECT album_id FROM Release WHERE country = ´Belgium´;,0.8,0.75,-0.050000000000000044,293/quiz_graded_5_5.csv
45,SELECT artist_id FROM Performs WHERE COUNT(track_id) >= 3; SELECT name FROM Artist WHERE artist_id = artist_id.Performs; SELECT DINSTINCT COUNT(track_id) FROM Performs WHERE artist_id = artist_id.Performs;,0.0,0.125,0.125,289/quiz_graded_5_5.csv
45,SELECT title FROM Album; SELECT SUM(duration) FROM Track WHERE album_id = album_id.Album;,0.0,0.25,0.25,290/quiz_graded_5_5.csv
45,SELECT track_id FROM Performs WHERE role != 'vocals' AND NOT artist_id IS NULL; SELECT song FROM Track WHERE track_id = track_id.Performs;,0.0,0.25,0.25,291/quiz_graded_5_5.csv
45,SELECT album_id FROM Album WHERE title = 'Nevermind'; SELECT song FROM Track WHERE album_id = Album.album_id;,0.0,0.25,0.25,292/quiz_graded_5_5.csv
46,"SELECT Album.album_id FROM Album, Release WHERE Album.album_id = Release.album_id AND country = ´Belgium´",0.8,0.25,-0.55,293/quiz_graded_5_5.csv
46,SELECT DISTINCT name FROM Artist WHERE Artist.death_data IS NULL;,0.0,0.25,0.25,295/quiz_graded_5_5.csv
46,"SELECT Artist.artist_id FROM Artist, Performs WHERE Artist.artist_id = Performs.artist_id  AND role = ´guitarist´;",0.0,0.25,0.25,294/quiz_graded_5_5.csv
47,"SELECT A.name, COUNT(P.track_id) FROM Artist A, Performs P WHERE A.artist_id=P.artist_id GROUP BY A.name HAVING COUNT(P.track_id) >= 3 ORDER BY COUNT(P.track_id) DESC;",0.5,0.25,-0.25,289/quiz_graded_5_5.csv
48,SELECT artist_id FROM Artist JOIN Performs ON Artist.artist_id = Performs.artist_id WHERE Performs.role = ´guitarist´;,0.0,0.25,0.25,294/quiz_graded_5_5.csv
48,"WITH RECURSIVE Managedby(employee_nr) AS (  ( SELECT *  FROM Employee m, Employee e  WHERE m.employee_nr = e.manager_nr)  UNION ( SELECT *    FROM Managedby n, Employee m   WHERE n.employee_nr = m.manager_nr) )   SELECT *  FROM Managedby;",0.0,0.25,0.25,309/quiz_graded_5_5.csv
48,SELECT song FROM Track JOIN Album ON Track.album_id = Album.album_id WHERE Album.title = ´Nevermind´;,0.8,0.25,-0.55,292/quiz_graded_5_5.csv
48,SELECT album_id FROM Album JOIN Release ON Album.album_id = Release.album_id WHERE Release.country = ´Belgium´;,0.0,0.25,0.25,293/quiz_graded_5_5.csv
48,"WITH Activeartist AS ( SELECT name, COUNT(DISTINCT track.id) AS track_count FROM Artist, Track, Performs WHERE Artist.artist_id = Performs.artist_id AND Perfroms.track_id = Track.track_id GROUP BY name HAVING track_count >= 3 )   SELECT name, track_count FROM Activeartist ORDER BY track_count DESC;",0.0,0.25,0.25,289/quiz_graded_5_5.csv
49,"SELECT DISTINCT A.artist_id FROM Artist A, Performs P WHERE A.track_id = P.track_id AND P.role = 'guitarist';",0.0,0.25,0.25,294/quiz_graded_5_5.csv
49,"SELECT A.name, COUNT(*) FROM Artist A WHERE A.artist_id IN ( SELECT DISTINCT P.artist_id FROM Performs P WHERE P.artist_id = A.artist_id );",0.0,0.25,0.25,289/quiz_graded_5_5.csv
49,"WITH RECURSIVE Managed(employee_nr) AS (   SELECT E.employee_nr FROM Employee E   WHERE E.manager_nr = 'U000001'   UNION   SELECT E.employee_nr    FROM Managed M, Employee E   WHERE M.employee_nr = E.manager_nr ) SELECT * FROM Managed;",0.0,0.25,0.25,309/quiz_graded_5_5.csv
49,"SELECT A.title, SUM(T.duration) FROM Album A, Track T WHERE A.album_id = T.track_id GROUP BY A.title;",0.0,0.75,0.75,290/quiz_graded_5_5.csv
50,"SELECT name, COUNT(DISTINCT track_id) FROM Artist, Performs WHERE Artist.artist_id = Performs.artist_id GROUP BY name HAVING COUNT(track_id) >= 3 ORDER BY COUNT(track_id) DESC;",1.0,0.25,-0.75,289/quiz_graded_5_5.csv
51,"WITH RECURSIVE Managed (manager_nr, employee_nr) AS ( SELECT manager_nr, employee_nr  FROM Employee  UNION  SELECT E.manager_nr, M.employee_nr  FROM Employee E, Managed M Where E.employee_nr=M.manager_nr ) SELECT E1.employee_nr, E2.employee_nr                      -- not sure about E1.employee_nr FROM Employee E1, Employee E2, Managed M  WHERE E1.employee_nr =M.manager_nr AND E2.employee_nr=M.employee_nr AND E1.employee_nr='U000001';",0.0,0.25,0.25,309/quiz_graded_5_5.csv
51,SELECT Track.song FROM Track WHERE NOT EXISTS (SELECT * FROM Performs WHERE Track.track_id=Performs.track_id AND Performs.artist_id IS NULL) AND EXISTS (SELECT * FROM Performs WHERE Track.track_id=Performs.track_id AND Performs.role='vocals' AND Performs.artist_id IS NULL);,0.0,0.25,0.25,291/quiz_graded_5_5.csv
51,"SELECT Artist.name, COUNT(*) FROM Artists WHERE (SELECT COUNT(*) FROM Artists, Performs WHERE Artist.artist_id=Performs.artist_id) >=3 GROUP BY Artist.name ORDER BY COUNT(*) DESC",0.0,0.25,0.25,289/quiz_graded_5_5.csv
52,"SELECT name, COUNT(DISTINCT track_id) FROM Artist, Performs WHERE Artist.artist_id=Performs.artist_id GROUP BY name HAVING COUNT(DISTINCT track_id)>=3 ORDER BY COUNT(DISTINCT track_id);",1.0,0.25,-0.75,289/quiz_graded_5_5.csv
52,"WITH RECURSIVE U000001_employees(id) AS( SELECT employee_nr AS id FROM Employee E WHERE E.manager_nr='U000001' UNION SELECT employee_nr AS id FROM U000001_employees U, Employee E WHERE U.id=E.id AND NOT E.employee_nr IS NULL) SELECT * FROM U000001_emloyees",0.0,0.25,0.25,309/quiz_graded_5_5.csv
52,"SELECT song FROM Track, Performs WHERE Track.track_id=Performs.track_id AND NOT EXISTS ( SELECT song FROM Track, Performs WHERE Track.track_id=Performs.track_id  AND role='vocals);",0.0,0.125,0.125,291/quiz_graded_5_5.csv
53,WITH RECURSIVE Managed_by_U000001(employee_nr) AS (   -- Base case   SELECT E.employee_nr   FROM Employee E   WHERE E.employee_nr = 'U000001' UNION   -- Recursive case   SELECT E.employee_nr   FROM Employee E   JOIN Managed_by_U000001 M ON E.manager_nr = M.employee_nr ) SELECT * FROM Managed_by_U000001;,1.0,0.0,-1.0,309/quiz_graded_5_5.csv
53,SELECT T.song FROM Track T JOIN Performs P ON T.track_id = P.track_id --to make sure we only select tracks for which at least one artist is known WHERE NOT EXISTS (   SELECT *   FROM Performs P2   WHERE P2.track_id = T.track_id   AND P2.role = 'vocals' );,0.0,0.5,0.5,291/quiz_graded_5_5.csv
54,SELECT p.artist_id FROM Artist a JOIN Performs p ON p.artist_id = a.artist_id WHERE role = 'guitarist';,0.0,0.5,0.5,294/quiz_graded_5_5.csv
54,SELECT * FROM Artist WHERE death_date IS NULL;,0.0,0.75,0.75,295/quiz_graded_5_5.csv
54,"SELECT Track.album_id, Release.country FROM Track, Release WHERE Release.country ='Belgium';",0.0,0.5,0.5,293/quiz_graded_5_5.csv
54,"SELECT Track.song, Album.title FROM Track, Album WHERE Album.title = 'Nevermind';",0.0,0.5,0.5,292/quiz_graded_5_5.csv
55,"SELECT artist_id FROM Artist, Performs WHERE Artist.artist_id = Performs.artist_id AND role = 'guitarist';",0.0,0.25,0.25,294/quiz_graded_5_5.csv
55,"SELECT name, COUNT(*) FROM Track, Performs WHERE Track.track_id = Performs.track_id AND 3 >= COUNT(*) GROUP BY artist_id ORDER BY COUNT(tracks) DESC;",0.0,0.25,0.25,289/quiz_graded_5_5.csv
55,"SELECT DISTINCT song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND EXISTS (SELECT * FROM Track, Performs WHERE Track.track_id = Performs.track_id) AND NOT EXISTS (SELECT * FROM Track, Performs WHERE Track.track_id = Performs.track_id AND role = 'vocals');",0.0,0.25,0.25,291/quiz_graded_5_5.csv
55,"WITH RECURSIVE Managerfoodchain(id) AS( SELECT E2.employee_nr AS id  FROM Employee E1, Employee E2 WHERE E1.employee_nr = 'U000001' AND E2.manager_nr = E1.employee_nr UNION SELECT E2.employee_nr AS id  FROM Managerfoodchain M, Employee E1, Employee E2 WHERE M.id = E1.id AND E2.manager_nr = E1.employee_nr) SELECT employee_nr FROM Managerfoodchain(id) UNION SELECT employee_nr  FROM Employee WHERE employee_nr = 'U000001';",0.0,0.25,0.25,309/quiz_graded_5_5.csv
57,"SELECT title, SUM(duration) AS total_duration FROM Album JOIN Track on Album.album_id = Track.album_id GROUP BY album_id;",0.0,0.25,0.25,290/quiz_graded_5_5.csv
57,"SELECT name, COUNT(track_id) as nr_of_tracks_played FROM Artist JOIN Performs on Artist.artist_id = Performs.artist_id GROUP BY artist_id HAVING COUNT(track_id) >=3 ORDER BY DESC;",0.0,0.125,0.125,289/quiz_graded_5_5.csv
57,"WITH RECURSIVE Managers(employee_nr) AS ( (SELECT X.manager_nr as manager FROM Employee X WHERE X.employee_nr = 'U000001') UNION (SELECT X.manager_nr as manager FROM Managers Y,  Employee X WHERE X.employee_nr = Y.employee_nr) ) SELECT * FROM Managers;",0.0,0.25,0.25,309/quiz_graded_5_5.csv
58,"SELECT a.title, SUM(t.duration) FROM Album a, Track t WHERE a.album_id = t.album_id GROUP BY a.album_id;",1.0,0.25,-0.75,290/quiz_graded_5_5.csv
58,"WITH RECURSIVE U1Employee(id) AS (   SELECT e.manager_nr AS id   FROM Employee e   WHERE e.employee_nr = 'U000001' UNION   SELECT e.manager_id AS id   FROM U1Employee u, Employee e   WHERE u.id = e.id   AND NOT e.manager_id IS NULL ) SELECT * FROM U1Employee;",0.0,0.25,0.25,309/quiz_graded_5_5.csv
58,SELECT song FROM Track WHERE NOT EXISTS ( SELECT role FROM Performs WHERE Performs.track_id = Track.track_id AND p.role = 'vocals' );,0.0,0.25,0.25,291/quiz_graded_5_5.csv
58,"SELECT a.name, COUNT(p.track_id) AS dist_t FROM Artist a, Performs p WHERE a.artist_id = p.artist_id GROUP BY a.name HAVING COUNT(p.track_id) >= 3 ORDER BY dist_t DESC;",0.5,0.25,-0.25,289/quiz_graded_5_5.csv
59,"select album_id from Album A, Release R where A.album_id = R.album_id and R.country = 'Belgium';",0.0,0.75,0.75,293/quiz_graded_5_5.csv
59,"select name, COUNT(*) as n_tracks from Track T, Performs P, Artist A where T.track_id = P.track_id and A.artist_id = P.artist_id group by A.artist_id, T.track_id, P.role having COUNT(*) > 2 order by n_tracks desc;",0.0,0.25,0.25,289/quiz_graded_5_5.csv
59,"select songs from Track where not exists (   select * from Track T, Artist A, Performs P where A.artist_id = P.artist_id and P.track_id = T.track_id and role = 'vocals' ) and T.artist_id is not null;",0.0,0.25,0.25,291/quiz_graded_5_5.csv
59,"select A.title, SUM(duration) from Album A, Track T where A.album_id = T.album_id;",0.0,0.25,0.25,290/quiz_graded_5_5.csv
59,"select distinct artist_id from Artist A, Performs P, Track T where A.artist_id = P.artist_id and P.track_id = T.track_id and role = 'guitarist';",0.0,0.25,0.25,294/quiz_graded_5_5.csv
60,SELECT album_id FROM Release WHERE country = ´Belgium´;,0.8,0.75,-0.050000000000000044,293/quiz_graded_5_5.csv
60,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND role = ´guitarist´;",0.8,0.75,-0.050000000000000044,294/quiz_graded_5_5.csv
60,"SELECT song FROM Track t, Performs p WHERE t.track_id = p.track_id AND ´vocals´ NOT IN (SELECT role FROM Performs p WHERE p.track_id = t.track_id) AND EXISTS(SELECT artist_id FROM Performs p WHERE p.track_id = t.track_id);",0.0,0.25,0.25,291/quiz_graded_5_5.csv
60,"WITH RECURSIVE U000001Managed(employee_nr) AS ( SELECT employee_nr FROM Employee e WHERE e.employee_nr = ´U000001´ UNION SELECT employee_nr FROM Employee e, U000001Managed m WHERE e.manager_nr = m.employee_nr AND NOT e.manager_nr IS NULL  ) SELECT * FROM U000001Managed;",0.0,0.25,0.25,309/quiz_graded_5_5.csv
60,SELECT name FROM Artist WHERE death_date NOT NULL;,0.0,0.875,0.875,295/quiz_graded_5_5.csv
60,"SELECT song FROM Track t, Album m WHERE t.album_id = m.album_id AND title = ´Nevermind´;",0.8,0.75,-0.050000000000000044,292/quiz_graded_5_5.csv
60,"SELECT name, COUNT(*) AS num_of_tracks FROM Artist a, Track t, Performs p WHERE t.track_id = p.track_id AND p.artist_id = a.artist_id GROUP BY name, t.track_id HAVING num_of_tracks >= 3 ORDER BY num_of_tracks DESC;",0.0,0.25,0.25,289/quiz_graded_5_5.csv
60,"SELECT title, SUM(duration) AS tot_duration FROM Album a, Track t WHERE a.album_id = t.album_id GROUP BY duration;",0.0,0.25,0.25,290/quiz_graded_5_5.csv
61,"WITH RECURSIVE empl(employee_nr) AS ( SELECT employee_nr  FROM Employee e1 WHERE e1.employee_nr = 'U000001'  UNION  SELECT employee_nr FROM Employee e1, Employee e2 WHERE e1.employee_nr = e2.manager_nr) SELECT * FROM empl;",0.0,0.25,0.25,309/quiz_graded_5_5.csv
61,"SELECT Album.title, SUM(Track.Duration) FROM Track, Album WHERE Track.album_id = Album.album_id GROUP BY Track.album_id;",1.0,0.25,-0.75,290/quiz_graded_5_5.csv
61,SELECT Track.song FROM Track WHERE NOT EXISTS (SELECT track_id FROM Performs WHERE role = 'vocals' OR artist_id IS NULL) GROUP BY Track.song;,0.0,0.25,0.25,291/quiz_graded_5_5.csv
61,"SELECT Artist.name, COUNT(Performs.track_id) AS tot_track FROM Artist JOIN Performs ON Artist.artist_id = Performs.artist_id GROUP BY Artist.name, Performs.tack_id HAVING tot_track > 2 ORDER BY DESC LIMIT 5;",0.0,0.125,0.125,289/quiz_graded_5_5.csv
62,"SELECT name, COUNT(*)  FROM Artist NATURAL JOIN (SELECT DISTINCT artist_id, track_id FROM Performs) GROUP BY name  HAVING COUNT(*) >= 3 ORDER BY COUNT(*) DESC;",1.0,0.0,-1.0,289/quiz_graded_5_5.csv
63,"SELECT A1.name AS artist_name, COUNT(T.track_id) AS total_tracks FROM Performs P, Artist A1, Album A2, Track T WHERE P.artist_id = A1.artist_id AND P.album_id = A2.album_id AND P.track_id = T.track_id AND total_tracks >= 3 GROUP BY artist_name ORDER BY total_tracks DESC;",0.0,0.25,0.25,289/quiz_graded_5_5.csv
63,SELECT name FROM Artist WHERE death_date IS NOT NULL;,0.0,0.75,0.75,295/quiz_graded_5_5.csv
63,"SELECT T.song FROM Track T, Performs P WHERE NOT EXISTS (   SELECT *   FROM Track T, Performs P   WHERE T.track_id = P.track_id   AND role = 'vocals' ) AND T.track_id = P.track_id AND P.artist_id IS NOT NULL;",0.0,0.25,0.25,291/quiz_graded_5_5.csv
64,SELECT Track.songs FROM Track WHERE NOT EXISTS(SELECT Performs.track_id FROM Performs WHERE role = 'vocals' AND Track.track_id = Performs.track_id) AND 0 < (SELECT COUNT(Performs.track_id) FROM Performs WHERE NOT Performs.artist_id IS NULL AND Track.track_id = Performs.track_id);,0.0,0.25,0.25,291/quiz_graded_5_5.csv
64,"WITH RECURSIVE Managing(manager_nr, employee_nr) AS (   SELECT manager_nr, employee_nr FROM Employee   UNION   SELECT E.employee_nr, M.employee_nr FROM Employee AS E, Managing AS M   WHERE E.manager_nr = M.employee_nr)  SELECT E.employee_nr FROM Employee AS E, Managing AS M WHERE E.employee_nr = A.employee_nr AND E.employee_nr = 'U000001';",0.0,0.25,0.25,309/quiz_graded_5_5.csv
65,"WITH RECURSIVE Managed(employee_nr, manager_nr) AS( SELECT E.employee_nr, E.manager_nr  FROM Employee E, Employee AS E2 WHERE E.employee_nr = E2.manager_nr UNION SELECT E.employee_nr, M.manager_nr FROM Managed M, Employee E WHERE M.employee_nr = E.manager_nr AND M.employee_nr IS NOT NULL ) SELECT employee_nr FROM Managed;",0.0,0.5,0.5,309/quiz_graded_5_5.csv
65,"SELECT Album.title, SUM(Track.duration) FROM Track, Album WHERE Track.album_id = Album.album_id GROUP BY Album.album_id;",1.0,0.25,-0.75,290/quiz_graded_5_5.csv
65,"SELECT DISTINCT Artist.name, COUNT(*) FROM Artist, Track, Performs WHERE Performs.artist_id = Artist.artist_id AND Performs.track_id = Track.track_id GROUP BY Artist.artist_id HAVIN COUNT(*) >=3 ORDER BY COUNT(*) DESC;",0.5,0.0,-0.5,289/quiz_graded_5_5.csv
65,SELECT Track.song FROM Track WHERE NOT EXISTS( SELECT *  FROM Performs WHERE Track.track_id = Performs.track_id AND Performs.role = 'vocals' AND Performs.artist_id IS NULL );,0.0,0.5,0.5,291/quiz_graded_5_5.csv
66,"WITH RECURSIVE Descendents (employee_nr, name) AS ( SELECT E.employee_nr, E.name  FROM Employee E WHERE E.employee_nr=´U000001´ UNION  SELECT E.employee_nr, E.name  FROM Employee E, Descendents D WHERE D.employee_nr=E.manager_nr )  SELECT * FROM Descendents;",0.0,0.25,0.25,309/quiz_graded_5_5.csv
66,SELECT album_id FROM Release WHERE country=´Belgium´;,0.8,0.75,-0.050000000000000044,293/quiz_graded_5_5.csv
66,"SELECT A.name, COUNT(*) AS track_nr FROM Artist A, Performs P, Track T WHERE A.artist_id=P.artist_id AND T.track_id=P.track_id  GROUP BY A.name HAVING track_nr>=3 ORDER BY track_nr DESC;",0.5,0.25,-0.25,289/quiz_graded_5_5.csv
66,SELECT artist_id FROM Performs WHERE role=´guitarist´;,0.0,0.25,0.25,294/quiz_graded_5_5.csv
66,"SELECT T.song FROM Track T, Album A WHERE T.album_id=A.album_id AND A.title=´Nevermind´;",0.8,0.75,-0.050000000000000044,292/quiz_graded_5_5.csv
66,SELECT song FROM Track WHERE EXISTS ( SELECT * FROM Performs  WHERE Track.track_id=Performs.track_id )  AND NOT EXISTS (  SELECT * FROM Performs  WHERE Track.track_id=Performs.track_id  AND Performs.role=´vocals´ );,0.8,0.25,-0.55,291/quiz_graded_5_5.csv
67,"SELECT  a.name, (SELECT count(p.artist_id)  from track as t, perfrom as p  where t.track_id=p.track_id GROUP BY  t.track_id ) as distict_tracks   FROM Performs as p, Track as t, Artist as a WHERE  p.artist=a.artist_id AND p.track_id=t.track_id AND distict_tracks>=3 ORDER BY distict_tracks DESC;",0.0,0.25,0.25,289/quiz_graded_5_5.csv
67,"SELECT DISTINCT a.artist_id  FROM Artist as a,Performs as p WHERE a.atrist_id=p.atrist_id AND p.role='guitarist';",0.0,0.25,0.25,294/quiz_graded_5_5.csv
67,"With Result AS( SELECT a.artist_id, a.name,p.track_id, p.role FROM Artist as a NATURAL JOIN Performs as P WHERE p.role<>'vocals'  AND a.name IS NOT NULL )  SELECT DISTINCT t.song FROM Track t, Result r WHERE t.track_id=r.track_id;",0.0,0.5,0.5,291/quiz_graded_5_5.csv
68,"SELECT Artist.artist_id FROM Artist, Performs WHERE Artist.artist_id = Performs.artist_id AND Performs.role = 'guitarist';",0.0,0.5,0.5,294/quiz_graded_5_5.csv
68,"SELECT Artist.name, COUNT(*) AS Trackcounter FROM Artist, Performs WHERE Artist.artist_id = Performs.artist_id GROUP BY Arist.name HAVING Trackcounter >= 3 ORDER BY Trackcounter DESC;",0.5,0.25,-0.25,289/quiz_graded_5_5.csv
69,"SELECT A.name, COUNT(DISTINCT P.track_id) FROM Artist A, Performs P WHERE P.artist_id = A.artist_id GROUP BY A.name HAVING COUNT(DISTINCT P.track_id) >= 3 ORDER BY DESC;",0.0,0.125,0.125,289/quiz_graded_5_5.csv
69,SELECT name FROM Artist WHERE death_data IS NULL;,0.0,0.75,0.75,295/quiz_graded_5_5.csv
69,"SELECT A.title, SUM(T.duration) FROM Album A, Track T WHERE T.album_id = A.album_id GROUP BY album_id;",0.0,0.25,0.25,290/quiz_graded_5_5.csv
69,"SELECT DISTINCT song FROM Track WHERE NOT EXISTS ( SELECT T.track_id FROM Performs P, Artist A WHERE P.track_id = Track.track_id AND A.artist_id = P.artist_id AND A.name IS NULL AND P.role <> 'vocals' );",0.0,0.25,0.25,291/quiz_graded_5_5.csv
70,SELECT name FROM Artist WHERE death_date = NULL;,0.0,0.75,0.75,295/quiz_graded_5_5.csv
70,"SELECT song FROM Track T, Album A WHERE T.album_id = A.album_id AND title = ¨Nevermind¨;",0.8,0.75,-0.050000000000000044,292/quiz_graded_5_5.csv
70,SELECT song FROM Track T WHERE NOT EXISTS(   SELECT *   FROM Performs P   WHERE T.track_id = P.track_id AND role = ¨vocals¨ );,0.3,0.25,-0.04999999999999999,291/quiz_graded_5_5.csv
70,"SELECT Album.title, SUM(Track.duration) AS album_duration FROM Album",0.0,0.25,0.25,290/quiz_graded_5_5.csv
70,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id = P.artist_id AND role = ¨guitarist¨;",0.0,0.75,0.75,294/quiz_graded_5_5.csv
