id,query,syntax,semantic,results,correctness level,normalized value,,
205,"SELECT * FROM Track, Performs, Artist WHERE duration > 300 AND Artist.name = 'Queen' AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id;",2,2,2,27,1,,
14,"SELECT * FROM Track, Performs, Artist WHERE duration > 300 AND Artist.name = 'Queen';",2,0,0,3,0.0769231,,
306,"SELECT * FROM Track, Performs, Artist WHERE duration > 300 AND Artist.name='Queen' AND Performs.track_id=Track.track_id AND Artist.artist_id=Performs.artist_id;",2,2,2,27,1,,
101,"SELECT * FROM Track, Performs, Artist WHERE duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen';",2,2,2,27,1,,
307,"SELECT * FROM Track, Performs, Artist WHERE duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND name = 'Queen';",2,2,2,27,1,,
20,"SELECT * FROM Track, Performs, Artist WHERE duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND name = 'Queen';",2,2,2,27,1,,
22,"SELECT * FROM Track, Performs, Artist WHERE duration > 300 AND name = 'Queen' AND Performs.artist_id = Artist.artist_id AND Performs.track_id = Track.track_id;",2,2,2,27,1,,
107,"SELECT * FROM Track, Performs, Artist WHERE duration > 300 AND name = 'Queen';",2,0,0,3,0.0769231,,
46,"SELECT * FROM Track, Performs, Artist WHERE duration > 300 AND name='Queen' AND Performs.artist_id = Artist.artist_id AND Track.track_id = Performs.track_id;",2,2,2,27,1,,
73,"SELECT * FROM Track, Performs, Artist WHERE duration > 300 AND name='Queen' AND Track.track_id=Performs.track_id AND Performs.artist_id=Artist.artist_id;",2,2,2,27,1,,
130,"SELECT * FROM Track, Performs, Artist WHERE duration >300 AND name = 'Queen';",2,0,0,3,0.0769231,,
125,"SELECT * FROM Track, Performs, Artist WHERE duration>300 AND Artist.name='Queen'",2,0,0,3,0.0769231,,
244,"SELECT * FROM Track, Performs, Artist WHERE duration>300 AND Artist.name='Queen' AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id;",2,2,2,27,1,,
350,"SELECT * FROM Track, Performs, Artist WHERE duration>300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND name = 'Queen';",2,2,2,27,1,,
217,"SELECT * FROM Track, Performs, Artist WHERE duration>300 AND name = 'Queen' AND Performs.track_id = Track.track_id AND Performs.artist_id = Artist.artist_id;",2,2,2,27,1,,
78,"SELECT * FROM Track, Performs, Artist WHERE duration>300 AND name=Queen"";""",2,0,0,3,0.0769231,,
96,"SELECT * FROM Track, Performs, Artist WHERE duration>300 AND name='Queen' AND Performs.track_id=Track.track_id AND Performs.artist_id = Artist.artist_id; ",2,2,2,27,1,,
215,"SELECT * FROM Track, Performs, Artist WHERE duration>300 AND name='Queen' AND Track.track_id=Performs.track_id AND Performs.artist_id=Artist.artist_id;",2,2,2,27,1,,
35,"SELECT * FROM Track, Performs, Artist WHERE duration>300 AND name='Queen';",2,0,0,3,0.0769231,,
299,"SELECT * FROM Track, Performs, Artist WHERE duration>300 AND name='Queen';",2,0,0,3,0.0769231,,
190,"SELECT * FROM Track, Performs, Artist WHERE duration>300 AND name='Queen';",2,0,0,3,0.0769231,,
8,"SELECT * FROM Track, Performs, Artist WHERE duration>300 AND name='Queen'; ",2,0,0,3,0.0769231,,
234,"SELECT * FROM Track, Performs, Artist WHERE name = 'Queen' AND duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id;",2,2,2,27,1,,
222,"SELECT * FROM Track, Performs, Artist WHERE name =Queen"" AND duration>300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id;""",2,0,0,3,0.0769231,,
1,"SELECT * FROM Track, Performs, Artist WHERE( Artist.name='Queen' AND Track.duration>300) AND (Performs.artist_id=Artist.artist_id) AND (Performs.track_id= Track.track_id);",2,2,2,27,1,,
79,"SELECT * FROM Track, Performs, Artist Where Track.duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name='Queen'; ",2,2,2,27,1,,
281,"SELECT * FROM Track, Performs, Queen WHERE Track.duration > 300 AND Artist.name = 'queen'",2,0,0,3,0.0769231,,
84,"SELECT * FROM Track,Artist,Performs WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Artist.artist_id=Performs.artist_id AND Performs.track_id=Track.track_id ;",2,2,2,27,1,,
169,"SELECT * FROM Track,Artist,Performs WHERE Track.duration>300 AND Artist.name='Queen' AND Artist.artist_id=Performs.artist_id AND Track.track_id=Performs.track_id;",2,2,2,27,1,,
332,"SELECT * FROM Track,Artist,Performs WHERE Track.duration>300 AND Artist.name='Queen' AND Artist.artist_id=Performs.artist_id AND Track.track_id=Performs.track_id;",2,2,2,27,1,,
177,"SELECT * FROM Track,Artist,Performs WHERE duration>300 AND name='Queen' AND Performs.track_id = Track.track_id AND Performs.artist_id = Artist.artist_id;",2,2,2,27,1,,
81,"SELECT * FROM Track,Performs,Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Track.track_id=Performs.track_id AND Performs.artist_id=Artist.artist_id;",2,2,2,27,1,,
41,"SELECT * FROM Track,Performs,Artist WHERE Track.track_id=Performs.track_id AND duration>300 AND Artist.artist_id = Performs.artist_id AND Artist.name='Queen';",2,2,2,27,1,,
264,"SELECT * FROM Track,Performs,Artist WHERE duration > 300 AND Track.track_id = Performs.track_id AND Artist.name='Queen' AND Artist.artist_id = Performs.artist_id;",2,2,2,27,1,,
278,"SELECT * FROM Track,Performs,Artist WHERE duration>100 AND artist.name = 'Queen';",2,0,0,3,0.0769231,,
224,"SELECT * FROM Track,Performs,Artist WHERE duration>300 AND name='Queen' AND Performs.track_id=Track.track_id AND Perfroms.artist_id=Artist.artist_id;",2,0,0,3,0.0769231,,
153,"SELECT * FROM Track,Performs,Artist WHERE track.duration > 300 AND artist.name = 'Queen' ",2,0,0,3,0.0769231,,
146,"SELECT * FROM artist, performs, track WHERE artist.artist_id = performs.artist_id AND performs.track_id=track.track_id AND artist.name = 'Queen' AND track.duration >300",2,2,2,27,1,,
248,"SELECT * FROM track, performs, artist WHERE duration>300 AND track.track_id=performs.track_id AND artist.name='Queen'; ",2,0,0,3,0.0769231,,
137,"SELECT * FROM track,performs,artist WHERE duration > 300 AND name = 'Queen' AND track.track_id=performs.track_id AND performs.artist_id=artist.artist_id;",2,2,2,27,1,,
3,"SELECT *; FROM Track, Performs, Artist; WHERE duration>300 AND name='Queen'",0,0,0,1,0,,
269,"SELECT Artist.name FROM Track , Artist WHERE duration>300 AND Artist.name='Queen';",2,0,1,12,0.423077,,
141,"SELECT DISTINCT * FROM Performs, Track WHERE duration>300 FROM Artist WHERE name='Queen';",0,0,0,1,0,,
284,SELECT DISTINCT * FROM Track INNER JOIN Performs ON Track.track_id = Performs.track_id INNER JOIN Artist ON Performs.artist_id=Artist.artist_id WHERE Track.duration>300 AND Artist.name='Queen';,2,2,2,27,1,,
85,SELECT DISTINCT * FROM Track INNER JOIN Performs ON Track.track_id=Performs.track_id INNER JOIN Artist ON Performs.artist_id=Artist.artist_id WHERE Track.duration > 300 AND Artist.name='Queen';,2,2,2,27,1,,
9,"SELECT DISTINCT * FROM Track T, Performs P, Artist A WHERE P.artist_id = A.artist_id AND P.track_id = T.track_id AND T.duration > 300 AND A.name = 'Queen';",2,2,2,27,1,,
312,"SELECT DISTINCT * FROM Track T, Performs P, Artist A WHERE duration > 300 AND name = 'Queen' AND T.track_id= P.track_id AND P.artist_id = A.artist_id;",2,2,2,27,1,,
232,"SELECT DISTINCT * FROM Track T, Performs P, Artist A WHERE duration > 300 AND name = 'Queen' AND T.track_id= P.track_id AND P.artist_id = A.artist_id;",2,2,2,27,1,,
126,"SELECT DISTINCT * FROM Track t, Performs p, Artist a WHERE t.track_id = p.track_id AND a.artist_id = p.artist_id AND t.duration > 300 AND a.name = 'Queen';",2,2,2,27,1,,
333,"SELECT DISTINCT * FROM Track, Performes, Artist WHERE duration>300 AND name='Queen' AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id",2,0,0,3,0.0769231,,
327,"SELECT DISTINCT * FROM Track, Performs, Artist WHERE (Artist.name='Queen') AND (Track.duration>300) AND (Track.track_id=Performs.track_id) AND (Performs.artist_id=Artist.artist_id);",2,2,2,27,1,,
77,"SELECT DISTINCT * FROM Track, Performs, Artist WHERE (Track.duration > 300) AND (Track.track_id = Performs.track_id) AND (Performs.artist_id = Artist.artist_id) AND (Artist.name = 'Queen');",2,2,2,27,1,,
61,"SELECT DISTINCT * FROM Track, Performs, Artist WHERE Artist.artist_id = Performs.artist_id AND Track.track_id = Performs.track_id AND Artist.name = 'Queen' AND Track.duration > 300; ",2,2,2,27,1,,
316,"SELECT DISTINCT * FROM Track, Performs, Artist WHERE Artist.name == 'Queen' AND Track.duration>300 AND Performs.artist_id = Artist.artist_id AND Performs.track_id = Track.track_id;",2,0,0,3,0.0769231,,
254,"SELECT DISTINCT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND (Artist.name = 'Queen'); ",2,0,0,3,0.0769231,,
229,"SELECT DISTINCT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id;",2,2,2,27,1,,
12,"SELECT DISTINCT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Performs.track_id = Track.track_id AND Artist.artist_id = Performs.artist_id AND Artist.name = 'Queen';",2,2,2,27,1,,
97,"SELECT DISTINCT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Performs.artist_id=Artist.artist_id AND Track.track_id=Performs.track_id AND Artist.name = 'Queen';",2,2,2,27,1,,
302,"SELECT DISTINCT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen' AND Track.duration>300;",2,2,2,27,1,,
321,"SELECT DISTINCT * FROM Track, Performs, Artist WHERE duration > 300 AND name = 'Queen' AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id;",2,2,2,27,1,,
243,"SELECT DISTINCT * FROM Track, Performs, Artist WHERE duration>300 and name='Queen' and Performs.artist_id = Artist.artist_id and Performs.track_id = Track.track_id;",2,2,2,27,1,,
318,"SELECT DISTINCT * FROM Track,Performs,Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Track.track_id=Performs.track_id AND Performs.artist_id=Artist.artist_id;",2,2,2,27,1,,
136,"SELECT DISTINCT FROM Artist, Performs, Artist WHERE name = 'Queen' AND duration > 300; ",0,0,0,1,0,,
176,"SELECT DISTINCT T.track_title FROM Track T, Performs P, Artist A WHERE T.track_id = P.track_id AND A.artist_id = P.artist_id AND T.duration > 300 AND A.name = 'Queen';",2,0,1,12,0.423077,,
70,"SELECT DISTINCT Track FROM Artist, Performs WHERE Artist = 'Queen' AND duration > 300",2,0,0,3,0.0769231,,
69,"SELECT DISTINCT Track FROM Performs, Artist WHERE Performs.artist_id = Artist.artist_id WHERE Artist.name = 'Queen' AND duration > 300;",0,0,0,1,0,,
60,"SELECT DISTINCT Track, Performs, Artist WHERE Track.duration > 300 AND Artist,name = 'Queen';",0,0,0,1,0,12,0.423077
94,SELECT DISTINCT Track.duration FROM Track WHERE Track = Performs AND Performs = Artist,2,0,0,3,0.0769231,,
326,"SELECT DISTINCT Track.track_title FROM Artist, Track, Performs WHERE Track.duration>300 AND Artist.artist_id=Performs.artist_id AND Performs.track_id=Track.track_id AND Artist.name='Queen' ",2,0,1,12,0.423077,,
296,"SELECT DISTINCT Track.track_title FROM Track, Performs, Artist WHERE Track.duration < 300 AND Performs.artist_id = Artist.artist_id AND Performs.track_id = Track.track_id AND Artist.name = 'Queen';",2,0,1,12,0.423077,,
113,"SELECT DISTINCT Track.track_title FROM Track, Performs, Artist WHERE Track.duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen';",2,0,1,12,0.423077,,
165,"SELECT DISTINCT Track.track_title FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id; ",2,0,1,12,0.423077,,
283,"SELECT DISTINCT duration, name FROM Track, Performs, Artist WHERE duration>300 AND name='Queen';",2,0,1,12,0.423077,,
219,"SELECT DISTINCT track_title FROM Track, Artist, Performs WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id;",2,0,1,12,0.423077,,
112,"SELECT DISTINCT track_title FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.artist_id = 'Queen';",2,0,1,12,0.423077,,
166,"SELECT DISTINCT track_title FROM Track, Performs, Artist WHERE Track.duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = (SELECT artist_id FROM Artist WHERE Artist.name = 'Queen');",2,0,1,12,0.423077,,
238,"SELECT DISTINCT track_title FROM Track, Performs, Artist WHERE Track.track_id=Performs.track_id AND Performs.artist_id=Artist.artist_id AND duration>300 AND Artist.name='Queen'; ",2,0,1,12,0.423077,,
313,"SELECT DISTINCT track_title FROM Track, Performs, Artist WHERE duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist.id AND Artist.name = 'Queen';",2,0,0,3,0.0769231,,
40,SELECT FROM,0,0,0,1,0,,
110,"SELECT T.track_title FROM Track T, Performs P, Artist A WHERE T.track_id = P.track_id AND T.duration > 300 AND P.artist_id = A.artist_id AND A.name = 'Queen';",2,0,1,12,0.423077,,
273,"SELECT TRACK.track_title from Track, Performs, Artist WHERE Track.track_id == Performs.track_id AND Artist.artist_id == Performs.artist_id AND Artist.name ='Queen' AND Track.duration >300; ",2,0,0,3,0.0769231,,
277,"SELECT Track FROM Track, Performs, Artist WHERE Artist.name='Queen' AND Track.duration > 300 AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id; ",2,0,1,12,0.423077,,
211,"SELECT Track JOIN Performs JOIN Artist, WHERE Track.duration>300 AND Artist.name = 'Queen' ",0,0,0,1,0,,
145,SELECT Track JOIN Performs JOIN SELECT Artist WHERE name='Queen' WHERE duration>300,0,0,0,1,0,,
59,SELECT Track.title AND Performs FROM Track WHERE Artist.name='Queen' AND Track.duration > 300;,2,0,0,3,0.0769231,,
27,"SELECT Track.track_title FROM Artist, Track, Performs WHERE duration > 300 AND Artist.name='Queen' AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id;",2,0,1,12,0.423077,,
30,"SELECT Track.track_title FROM Track, Artist, Performs WHERE Artist.name = 'Queen' AND Track.duration > 300 AND Performs.artist_id = Artist.artist_id; ",2,0,1,12,0.423077,,
330,"SELECT Track.track_title FROM Track, Artist, Performs WHERE duration > 300 AND name = 'Queen' AND Artist.artist_id = Performs.artist_id AND Track.track_id = Performs.track_id;",2,0,1,12,0.423077,,
331,"SELECT Track.track_title FROM Track, Artist, Performs WHERE duration > 300 AND name = 'Queen' AND Artist.artist_id= Performs.artist_id AND Track.track_id = Performs.track_id;",2,0,1,12,0.423077,,
118,"SELECT Track.track_title FROM Track, Performs, Artist WHERE Artist.name = 'Queen' AND Performs.artist_id = Artist.artist_id AND Performs.track_id = Track.track_id AND Track.duration > 300;",2,0,1,12,0.423077,,
236,"SELECT Track.track_title FROM Track, Performs, Artist WHERE Artist.name == 'Queen' AND Track.duration > 300 AND Artist.artist_id == Performs.artist_id AND Performs.track_id == Track.track_id;",2,0,0,3,0.0769231,,
195,"SELECT Track.track_title FROM Track, Performs, Artist WHERE Track.duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen';",2,0,1,12,0.423077,,
64,"SELECT Track.track_title FROM Track, Performs, Artist WHERE duration > 300 AND name = 'Queen' AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id;",2,0,1,12,0.423077,,
33,"SELECT Track.track_title FROM Track, Performs, Artist WHERE duration > 300 AND name = 'Queen' AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id;",2,0,1,12,0.423077,,
247,"SELECT Track.track_title FROM Track, performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Track.track_id=performs.track_id AND performs.artist_id=Artist.artist_id;",2,0,1,12,0.423077,,
272,"SELECT Track.track_title FROM Track,Performs,Artist WHERE Track.duration > 300 AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen';",2,0,1,12,0.423077,,
175,"SELECT Track.track_title FROM Track,Performs,Artist WHERE Track.duration > 300 AND Performs.track_id = Track.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen';",2,0,1,12,0.423077,,
231,"SELECT Track.track_title FROM Track,Performs,Artist WHERE duration>300 AND name='Queen' AND Performs.artist_id=Artist.artist_id AND Performs.track_id=Track.track_id;",2,0,1,12,0.423077,,
186,"SELECT Track.track_title from Track, Artist, Performs WHERE Track.duration>300 AND Performs.track_id=Track.track_id AND Performs.artist_id=Artist.artist_id AND Artist.name='Queen';",2,0,1,12,0.423077,,
72,"SELECT artist_id, track_id FROM Track NATURAL JOIN Artist WHERE duration>300 AND name='Queen' ",2,0,1,12,0.423077,,
245,"SELECT duration, Track.track_id , name , Artist.artist_id , Performs.track_id , Performs.artist_id FROM Track,Artist,Performs WHERE duration > 300 AND name='Queen' AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id ; ",2,0,1,12,0.423077,,
216,SELECT duration>300 SELECT name='Queen,0,0,0,1,0,,
345,SELECT duration>300(Track) FROM Artist Where Performs = Artist AND name = 'Queen',0,0,0,1,0,,
246,"SELECT name, duration, track_title FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE name = 'Queen' AND duration > 300;",2,0,1,12,0.423077,,
173,"SELECT name, track_title, duration FROM Artist,Track, Performs WHERE Performs.track_id == Track.track_id AND Track.duration > 300 AND Artist.artist_id == Performs.artist_id AND Artist.name == 'Queen';",2,0,0,3,0.0769231,,
322,"SELECT name, track_title, duration FROM Track, Performs, Artist WHERE Artist.name == 'Queen' AND Artist.artist_id == Performs.artist_id AND Track.duration > 300 AND Track.track_id == Performs.track_id;",2,0,0,3,0.0769231,,
89,"SELECT t.track_id, t.album_id, t.track_title, t.duration, t.popularity, t.explicit, a.artist_id, a.name FROM track t JOIN performs p ON t.track_id = p.track_id JOIN artist a ON p.artist_id = a.artist_id WHERE t.duration > 300 AND a.name = 'Queen';",2,0,1,12,0.423077,,
25,SELECT title FROM Track WHERE Artist.artist_id = Track.track_id AND Artist.name = 'Queen' AND Track.duration > 300;,2,0,0,3,0.0769231,,
201,"SELECT title FROM Track, Artist WHERE duration > 300 AND name = 'Queen';",2,0,0,3,0.0769231,,
108,"SELECT track FROM Track, Performs, Artist WHERE duration>300 AND name='Queen' ",2,0,1,12,0.423077,,
335,"SELECT track.name, Artist.name FROM performs p LEFT JOIN p.track_id=Tracks.track_id RIGHT JOIN p.artist_id=Artists.artist_id WHERE artists.name='queen' AND Track.duration>300 ",0,0,0,1,0,,
161,"SELECT track.track_title FROM track,performs,artist WHERE track.duration>300 AND artist.name='Queen' AND track.track_id=performs.track_id AND performs.artist_id=artist.artist_id;",2,0,1,12,0.423077,,
120,"SELECT track.track_title FROM track,performs,artist WHERE track.duration>300 AND artist.name='Queen' AND track.track_id=performs.track_id AND performs.artist_id=artist.artist_id;",2,0,1,12,0.423077,,
74,"SELECT track.track_title FROM track,performs,artist WHERE track.duration>300 AND artist.name='Queen' AND track.track_id=performs.track_id AND performs.artist_id=artist.artist_id; ",2,0,1,12,0.423077,,
276,"SELECT track_id FROM Track, Artist, Performs A WHERE Track.duration > 300 AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen';",2,0,0,3,0.0769231,,
24,"SELECT track_id FROM Track, Performs, Artist WHERE duration>300 AND name ='Queen';",2,0,0,3,0.0769231,,
198,"SELECT track_title FROM Artist A, Track T, Performs P WHERE P.track_id = T.track_id AND A.artist_id = P.artist_id AND T.duration > 300 AND A.name = 'Queen';",2,0,1,12,0.423077,,
119,"SELECT track_title FROM Artist,Track,Performs WHERE duration > 300 AND Artist.name='Queen' AND Artist.artist_id=Performs.artist_id AND Track.track_id=Performs.track_id ;",2,0,1,12,0.423077,,
185,SELECT track_title FROM Track CROSS JOIN Performs CROSS JOIN Artist WHERE Performs.artist_id=Artist.artist_id AND Track.track_id=Performs.track_id AND Track.duration>300 AND Artist.name='Queen';,2,0,1,12,0.423077,,
109,"SELECT track_title FROM Track T, Performs P, Artist A WHERE T.track_id = P.track_id AND P.artist_id = A.artist_id AND T.duration > 300 AND A.name = 'Queen';",2,0,1,12,0.423077,,
221,"SELECT track_title FROM Track, Artist, Performs WHERE Artist.name = 'Queen' AND Artist.artist_id = Performs.artist_id AND Performs.track_id = Track.track_id AND Track.duration > 300;",2,0,1,12,0.423077,,
143,"SELECT track_title FROM Track, Artist, Performs WHERE Artist.name = 'Queen' AND Artist.artist_id = Performs.artist_id AND Performs.track_id = Track.track_id AND Track.duration > 300;",2,0,1,12,0.423077,,
282,"SELECT track_title FROM Track, Artist, Performs WHERE Performs.artist_id=Artist.artist_id AND Performs.track_id=Track.track_id AND Duration>300 AND Artist.name= 'Queen';",2,0,1,12,0.423077,,
206,"SELECT track_title FROM Track, Artist, Performs WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id;",2,0,1,12,0.423077,,
253,"SELECT track_title FROM Track, Artist, Performs WHERE Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id AND duration > 300 AND name = 'Queen';",2,0,1,12,0.423077,,
106,"SELECT track_title FROM Track, Artist, Performs WHERE duration>300 AND name='Queen' AND Performs.track_id=Track.track_id AND Performs.artist_id=Artist.artist_id;",2,0,1,12,0.423077,,
304,"SELECT track_title FROM Track, Performs, Artist WHERE Artist.artist_id = Performs.artist_id AND Performs.track_id = Track.track_id AND duration > 300 AND name = 'Queen';",2,0,1,12,0.423077,,
139,"SELECT track_title FROM Track, Performs, Artist WHERE Artist.artist_id = Performs.artist_id AND Performs.track_id = Track.track_id AND name = 'Queen' AND duration > 300 ",2,0,1,12,0.423077,,
237,"SELECT track_title FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Artist.artist_id = Performs.artist_id AND Performs.track_id = Track.track_id;",2,0,1,12,0.423077,,
297,"SELECT track_title FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name =='Queen' AND Performs.artist_id==Artist.artist_id AND performs.track_id == Track.track_id;",2,0,0,3,0.0769231,,
103,"SELECT track_title FROM Track, Performs, Artist WHERE Track.duration > 300 AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen'",2,0,1,12,0.423077,,
239,"SELECT track_title FROM Track, Performs, Artist WHERE Track.duration > 300 AND Track.track_id = Performs.track_id AND Artist.name = 'Queen' AND Artist.artist_id = Performs.artist_id;",2,0,1,12,0.423077,,
348,"SELECT track_title FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Artist.artist_id=Performs.artist_id AND Performs.track_id = Track.track_id;",2,0,1,12,0.423077,,
199,"SELECT track_title FROM Track, Performs, Artist WHERE Track.track_id=Performs.track_id AND Artist.artist_id=Performs.artist_id AND name='Queen' AND duration > 300;",2,0,1,12,0.423077,,
129,"SELECT track_title FROM Track, Performs, Artist WHERE duration > '300' AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND name = 'Queen';",2,0,1,12,0.423077,,
260,"SELECT track_title FROM Track, Performs, Artist WHERE duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen';",2,0,1,12,0.423077,,
52,"SELECT track_title FROM Track, Performs, Artist WHERE duration>300 AND name='Queen' AND Performs.artist_id=Artist.artist_id AND Performs.track_id=Track.track_id;",2,0,1,12,0.423077,,
114,"SELECT track_title FROM Track,Artist WHERE name = 'Queen' AND duration > 300",2,0,1,12,0.423077,,
325,"SELECT track_title FROM Track,Artist,Performs WHERE Artist.artist_id = Performs.artist_id AND Track.track_id=Performs.track_id AND name=Queen"" AND duration>""300"" """,2,0,0,3,0.0769231,,
157,SELECT track_title FROM track JOIN writes ON track.track_id = writes.track_id JOIN artist ON writes.artist_id = Artist.artist_id WHERE artist.name = 'Queen' AND track.duration > 300;,2,0,1,12,0.423077,,
149,"SELECT track_title FROM track, performs, artist WHERE track.track_id = performs.track_id AND performs.artist_id = artist.artist_id AND artist.name = 'Queen' AND track.duration > 300;",2,0,1,12,0.423077,,
202,"SELECT* FROM Track, Artist,Performs WHERE Track.duration>300 AND Artist.name='Queen' AND Artist.artist_id=Performs.artist_id AND Track.track_id=Performs.track_id;",2,2,2,27,1,,
341,"SELECT* FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id;",2,2,2,27,1,,
135,SELECT*FROM Track natural join Performs natural join Artist WHERE duration>300 AND name='Queen';,2,0,1,12,0.423077,,
102,"Select * From Track, Performs, Artist Where Track.duration>300 AND Artist.name='Queen' ",2,0,0,3,0.0769231,,
124,"Select * from Track a, Performs b, Artist c where a.duration > 300 and c.name = 'Queen' and b.artist_id=c.artist_id;",2,0,0,3,0.0769231,,
235,"Select * from Track, Performs, Artist where Track.duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen';",2,2,2,27,1,,
122,"Select track_title FROM Track,Performs,Artist WHERE Track.duration >300 AND Artist.name='Queen' AND Performs.artist_id=Artist.artist_id AND Performs.track_id = Track.track_id;",2,0,1,12,0.423077,,
155,"Select track_title from Track, Performs, Artist where Track.artist_id = Performs.artist_id and Performs.artist_id = Artist.artist_id and Track.duration > 300 and Artist.name = 'Queen';",2,0,0,3,0.0769231,,
339,n > 300 AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen';,0,0,0,1,0,,
338,select * from ( select * from Track where duration>300) T natural join Performs natural join (select * from Artist where name = 'Queen') A;,2,0,1,12,0.423077,,
48,select * from (Track natural join Performs) natural join (select * from Artist where name='Queen') where duration > 300,0,0,0,1,0,,
280,"select * from Artist, Performs, Track Where Performs.artist_id=Artist.artist_id AND Artist.name= 'Queen' And Track.track_id=Performs.track_id AND Track.duration > 300;",2,2,2,27,1,,
19,select * from Track natural join Performs natural join Artist where name='Queen' AND duration > 300;,2,0,1,12,0.423077,,
37,"select * from track, Performs where track.duration > 300 AND track.track_id = Performs.track_id AND artist_id = (SELECT artist_id from artist where name = 'Queen'); ",2,0,1,12,0.423077,,
204,"select * from track, performs, artist where duration > 300 and name = 'Queen' and performs.artist_id = artist.artist_id;",2,0,0,3,0.0769231,,
86,"select * from track,performs,artist where track.duration > 300 and artist.name = 'Queen' and track.track_id=performs.track_id and performs.artist_id=artist.artist_id;",2,2,2,27,1,,
162,"select Track.track_title from Track, performs, artist where Artist.name ='Queen' and Track.duration>300 and Performs.artist_id = Artist.artist_id and Performs.track_id=Track.track_id; ",2,0,1,12,0.423077,,
174,"select distinct track_title from track, performs, artist where artist.name = 'Queen' and duration > 300 and track.track_id = performs.track_id;",2,0,1,12,0.423077,,
38,"select track_title from Track, Artist, Performs where Track.duration > 300 AND Artist.name == 'Queen' AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id;",2,0,0,3,0.0769231,,
142,"select track_title from Track, Artist, Performs where Track.track_id = Performs.track_id and Artist.artist_id = Performs.artist_id and duration > 300 and name = 'Queen';",2,0,1,12,0.423077,,
294,x,0,0,0,1,0,,
