Answer_original,Score_original,Score_final,score_difference
"SELECT Track.song  From Track, Album WHERE Track.album_id = Album.album_id AND Album.title=´Nevermind´;",0.8,0.25,-0.55
SELECT song FROM Track WHERE album_id = (    SELECT album_id    FROM Album   WHERE title = Nevermind);,0.0,0.25,0.25
"SELECT Track.song  FROM Track, Album  WHERE Track.album_id = Album.album_id  AND Album.title = 'Nevermind';",1.0,1.0,0.0
"SELECT songs FROM Track,Album WHERE Album.album_id = Track.album_id AND title = 'Nevermind'",0.0,0.25,0.25
"SELECT song FROM Track t, Album a WHERE a.album_id=t.album_id AND a.title=´Nevermind´;",0.8,0.25,-0.55
SELECT song FROM Track NATURAL JOIN Album WHERE Album.title='Nevermind';,1.0,1.0,0.0
"SELECT Track.song FROM Track, Album WHERE Track.album_id = Album.album_id AND Album.title = 'Nevermind' ;",1.0,1.0,0.0
SELECT T.track_id  FROM Track T NATURAL JOIN Album A WHERE A.title LIKE 'Nevermind';,0.0,0.25,0.25
"SELECT T.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = ´Nevermind´;",0.8,0.25,-0.55
"SELECT song FROM Track, Album WHERE title='Nevermind' AND Track.album_id=Album.album_id;",1.0,1.0,0.0
"SELECT T.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",1.0,1.0,0.0
SELECT song FROM Track NATURAL JOIN Album WHERE Album.title = 'Nevermind';,1.0,1.0,0.0
"SELECT Track.song FROM Track, Album WHERE Track.album_id = Album.album_id AND Album.title = 'Nevermind';",1.0,1.0,0.0
"SELECT T.song  FROM Track T, Album A WHERE T.album_id=A.album_id AND A.title = 'Nevermind';",1.0,1.0,0.0
"SELECT Track.song FROM Album, Track WHERE Track.album_id = Album.album_id AND Album.title = 'Nevermind';",1.0,1.0,0.0
"SELECT T.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",1.0,1.0,0.0
"SELECT T.song FROM Track T, Album A WHERE T.album_id=A.album_id AND A.title='Nevermind';",1.0,1.0,0.0
"SELECT song  FROM Track, Album  WHERE Track.album_id = Album.album_id   AND title = 'Nevermind';",1.0,1.0,0.0
"SELECT Track.song FROM Track, Album WHERE Track.album_id = Album.album_id AND Album.title = 'Nevermind';",1.0,1.0,0.0
