Answer_original,Score_original,Score_final,score_difference
SELECT DISTINCT Track.song FROM Track WHERE NOT EXISTS (SELECT * FROM Performs WHERE Track.track_id = Performs.track_id AND Performs.role = 'vocals') AND EXISTS (SELECT * FROM Performs WHERE Track.track_id = Performs.track_id);,1.0,1.0,0.0
"SELECT song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND NOT EXISTS (SELECT role FROM Performs WHERE role = 'vocals');",0.0,0.25,0.25
SELECT DISTINCT song FROM Track WHERE Track.track_id=Performs.track_id AND NOT Performs.role='vocals';,0.0,0.25,0.25
SELECT song FROM Track WHERE EXISTS (SELECT *           FROM Performs           WHERE artist_id IS NOT NULL AND NOT role = 'vocals'           );,0.0,0.5,0.5
"SELECT song FROM Track, Performs WHERE Performs.track_id = Track.track_id AND Performs.artist_id IS NOT NULL AND NOT EXISTS ( SELECT song FROM Track, Performs WHERE Performs.track_id = Track.track_ID AND role = 'vocals' );",0.0,0.25,0.25
"SELECT T.song FROM Track T, Performs P WHERE T.track_id = P.track_id  -- This line checks if there exists a performing artist AND NOT EXISTS (   SELECT *   FROM Performs P2   WHERE T.track_id = P2.track_id   AND P2.role = 'vocals' );",0.0,0.5,0.5
SELECT T.songs FROM Track T WHERE NOT EXISTS (SELECT * FROM Performs P WHERE T.track_id = P.track_id AND P.role =  'vocals');,0.0,0.25,0.25
SELECT DISTINCT T.song FROM Track T WHERE NOT EXISTS ( SELECT * FROM Performs P WHERE (T.track_id = P.track_id AND role = 'vocals') OR (P.artist_id IS NULL));,0.5,0.5,0.0
"SELECT DISTINCT T.song FROM Track T, Artist A, Performs P, Album A2 WHERE A.artist_id= P.artist_id AND A2.album_id= T.album_id AND A.artist_id NOT NULL AND NOT EXISTS( SELECT P2.role  FROM Performs P2 WHERE P2.artist_id=A.artist_id AND P2.role='vocals');",0.0,0.0,0.0
SELECT song FROM Track WHERE NOT EXISTS (SELECT Performs.track_id FROM Performs WHERE Track.track_id = Performs.track_id AND role = 'vocals') AND EXISTS ( SELECT Performs.track_id FROM Performs WHERE Track.track_id = Performs.track_id) ;,1.0,1.0,0.0
"SELECT DISTINCT T.song FROM Track T, Performs P WHERE T.track_id = P.track_id AND P.role <> 'vocals' AND P.artist_id <> NULL;",0.0,0.25,0.25
SELECT DISTINCT song FROM Track T WHERE NOT 'vocals' IN ( SELECT role FROM Performs P WHERE T.track_id = P.track_id ) AND role IS NOT NULL;,0.0,0.25,0.25
SELECT song FROM Track WHERE NOT EXIST( SELECT *             FROM Performs             WHERE Performs.track_id == Track.Track_id             AND Performs.artist_id IS NULL             AND Track.role == ´Vocal´);,0.0,0.0,0.0
"SELECT T.song FROM Track T, Performs P WHERE T.track_id = P.track_id AND P.role <> 'vocals' AND P.artist_id IS NOT NULL;",0.0,0.5,0.5
"SELECT Track.song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND Performs.artist_id IS NOT NULL AND Performs.track_id NOT IN (   SELECT track_id FROM Performs WHERE role='vocals'; );",0.0,0.0,0.0
SELECT Track.song FROM Track JOIN Performs ON Performs.track_id=Track.track_id  -- filter out songs without artist  WHERE NOT EXISTS (   SELECT *   FROM Performs   WHERE role='vocals'   AND Performs.track_id=Track.track_id );,0.0,0.5,0.5
"SELECT song FROM Track WHERE NOT track_id IN(   SELECT Performs.track_id   FROM Track, Performs   WHERE Track.track_id = Performs.track_id   AND Performs.role = ´vocals´ );",0.3,0.25,-0.04999999999999999
SELECT DISTINCT T.songs FROM Track T WHERE NOT EXISTS (    SELECT P.role    FROM Performs P    WHERE T.track_id = P.track_id    AND P.role = 'vocals') ;,0.0,0.25,0.25
"SELECT song FROM Track, Performs WHERE Track.track_id=Performs.track_id  AND NOT EXISTS ( SELECT *  FROM Performs  WHERE role=´vocals´ AND Track.track_id=Performs.track_id);",0.0,0.25,0.25
"SELECT DISTINCT t.song FROM Track AS t, Performs AS p WHERE (NOT p.role IS NULL) AND (NOT p.role = 'vocals') AND t.track_id = p.track_id;",0.0,0.5,0.5
SELECT song  FROM Track WHERE track_id IN (SELECT track_id FROM Performs WHERE NOT role=´vocals´);,0.0,0.25,0.25
"SELECT song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND Performs.role <> 'vocals' AND Performs.role IS NOT NULL",0.0,0.5,0.5
"SELECT DISTINCT song FROM Track, Performs WHERE Performs.role IS NOT NULL AND Performs.role <> 'vocals' AND Track.track_id = Performs.track_id;",0.0,0.5,0.5
"SELECT song  FROM track, performs p1  WHERE track.track_id = p1.track_id  and p1.track_id not in    (   SELECT p2.track_id    FROM performs p2    WHERE p2.role = 'vocals' and p1.track_id = p2.track_id    );",0.0,0.5,0.5
"SELECT song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND role NOT IN (SELECT role FROM Performs WHERE role = 'vocals') AND artist_id IS NOT NULL",0.0,0.5,0.5
SELECT DISTINCT song FROM Track WHERE NOT EXISTS(SELECT role FROM Performs WHERE Track.track_id=Performs.track_id AND role='vocals') AND EXISTS(SELECT role FROM Performs WHERE Track.track_id=Performs.track_id AND role NOT 'vocals');,0.0,0.0,0.0
"SELECT DISTINCT song FROM track, performs WHERE  track.track_id = performs.track_id AND NOT EXISTS( SELECT p.track_id FROM performs p WHERE p.role = 'vocals' AND track.track_id = p.track_id );",1.0,1.0,0.0
"SELECT * FROM Track T, Performs P WHERE T.track_id = P.track_id AND NOT EXISTS (   SELECT * FROM Performs P   WHERE T.track_id = P.track_id   AND P.role = 'vocals' );",0.0,0.5,0.5
"SELECT DISTINCT songs FROM Track,Artist,Performs WHERE songs NOT IN(SELECT songs FROM Track,Performs WHERE Track.track_id=Performs.track_id AND role=´vocals´) AND name NOT NULL AND Artist.artist_id=Performs.artist_id AND Track.track_id=Performs.track_id;",0.0,0.0,0.0
"SELECT Track.song FROM Track WHERE NOT EXISTS(SELECT Track2.track_id FROM Track AS Track2, Performs WHERE Track.track_id = Track2.track_id AND Track2.track_id = Performs.track_id AND Performs.role = ´vocals´);",0.3,0.25,-0.04999999999999999
"SELECT T1.song FROM Track T1, Track T2 Performs P WHERE T1.track_id = P.track_id AND P.role = 'vocals' AND T2.track_id <> T1.track_id",0.0,0.0,0.0
SELECT Track.song FROM Track WHERE Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id  HAVING Performs.role = ´vocals´ AND Performs.role IS NOT NULL;,0.0,0.25,0.25
select distinct song  from Track t where not exists (select * from Performs p where t.track_id=p.track_id and p.role='vocals') and exists (select * from Performs p2 where t.track_id=p2.track_id);,1.0,1.0,0.0
SELECT song FROM Track  JOIN role ON Track.track_id = Performs.track_id WHERE vocals IS NULL;,0.0,0.25,0.25
"SELECT song  FROM Track, Artist  WHERE name IS NOT NULL and ´vocals´ NOT IN ( SELECT role  FROM Performs WHERE Track.track_id = Performs.track_id )",0.0,0.25,0.25
"SELECT Track.song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND Track.track_id <> (Select Track.track_id                                      FROM Performs, Track                                      WHERE Performs.track_id = Track.track_id AND Performs.role = ´vocals´);",0.0,0.25,0.25
SELECT song FROM Track WHERE Track.track_id = Performs.track_id AND NOT EXISTS( SELECT track_id  FROM Performs WHERE role = 'vocals' ),0.0,0.25,0.25
SELECT Track.song FROM Track WHERE  (Track.track_id NOT IN (SELECT p.track_id FROM Performs p WHERE p.role = 'vocals'))  AND  (Track.track_id IN (SELECT pp.track_id FROM Performs pp));,1.0,1.0,0.0
"SELECT Track.song FROM Track, Performs WHERE Track.track_id = Album.track_id AND Performs.artist_id IS NOT NULL AND NOT Performs.role=¨vocals¨;",0.0,0.25,0.25
SELECT DISTINCT Track.song FROM Track JOIN Performs ON Track.track_id=Performs.track_id   WHERE NOT EXISTS (   SELECT *    FROM Performs    WHERE role='vocals'  ) CHECK Track.artist_id IS NOT NULL;,0.0,0.0,0.0
SELECT T.song FROM Track T WHERE T.track_id = ( SELECT P.track_id FROM Performs P WHERE NOT P.artist_id IS NULL AND NOT EXISTS ( SELECT P.track_id FROM Performs P WHERE role = 'vocals'));,0.0,0.25,0.25
SELECT song FROM Track WHERE NOT EXISTS ( SELECT role FROM Performs WHERE Performs.track_id = Track.track_id  AND artist_id IS NOT NULL  AND role = 'vocals') ;,0.5,0.5,0.0
SELECT song FROM Track WHERE track_id NOT IN (SELECT track_id FROM Performs WHERE role = 'vocals'),0.5,0.5,0.0
"SELECT song FROM Track, Performs WHERE Track.track_id=Performs.track_id AND NOT IN (SELECT * FROM Performs WHERE role=´vocals´);",0.0,0.0,0.0
"SELECT DISTINCT song FROM Track T, Performs P WHERE T.track_id=P.track_id AND role IS NOT NULL AND role<>'vocals';",0.0,0.5,0.5
SELECT song FROM track NATURAL JOIN Performs WHERE track_id NOT EXISTS (SELECT track_id FROM Performs WHERE role = 'vocals') HAVING COUNT(Performs.artist_id) >=1;,0.0,0.0,0.0
"SELECT DISTINCT T.song  FROM Track T WHERE NOT EXISTS( SELECT P.role  FROM Performs P, Artist A WHERE T.track.id = P.track_id AND P.artist_id = A.artist_id  AND  (P.role = 'vocals' OR A.name IS NULL)) ;",0.0,0.25,0.25
SELECT t.song FROM Track t WHERE NOT ´vocals´ IN (SELECT role  FROM Performs p WHERE p.track_id = t.track_id AND artist_id IS NOT NULL) ;,0.3,0.25,-0.04999999999999999
"SELECT song FROM Track WHERE NOT EXISTS (    SELECT track_id     FROM Performs    WHERE Performs.role = ""vocals"" OR Performs.artist_id IS NULL);",0.0,0.25,0.25
"SELECT DISTINCT T.song FROM Track AS T, Performs AS P WHERE T.track_id = P.track_id AND NOT P.artist_id IS NULL AND track_id NOT IN (SELECT track_id FROM Performs WHERE role = 'vocals');",0.0,0.25,0.25
"SELECT DISTINCT T.song FROM Track T, Performs P, Artist A WHERE T.track_id=P.track_id AND P.artist_id=A.artist_id AND Artist.name IS NOT NULL AND role<>'vocals';",0.0,0.25,0.25
SELECT song FROM Track WHERE track_id EXIST (  SELECT DISTINCT track_id  FROM Performs  WHERE role <> 'vocals'  AND role <> NULL ),0.0,0.0,0.0
"SELECT DISTINCT Track.song FROM Track, Performs WHERE Track.track_id = Performs.performs_id AND Performs.role <> ´vocals´;",0.0,0.25,0.25
SELECT T.song FROM Track T WHERE track_id NOT IN (SELECT P.track_id FROM Performs P WHERE P.role = 'vocals');,0.5,0.5,0.0
"SELECT Track.song FROM Track WHERE Track.track_id NOT IN ( SELECT Track.track_id FROM Track, Performs WHERE Track.track_id = Performs.track_id AND role = 'vocals' );",0.5,0.5,0.0
"SELECT song FROM Track, Performs WHERE COUNT(artist_id)>0 AND role IS NOT 'vocals';",0.0,0.0,0.0
select DISTINCT Track.role from Track where Not Exists (select Performs.role from Performs  join Artist on Artist.artist_id = Performs.artist_id  join Track on Track.track_id = Performs.track_id where Performs.role = 'vocals' and  Artist.name is null ),0.0,0.25,0.25
"SELECT DISTINCT T.song FROM Track T, Performs P, Artist A WHERE T.track_id = P.track_id AND A.artist_id = P.artist_id AND A.artist_id IS NOT NULL AND P.role <> 'vocals' ;",0.0,0.5,0.5
SELECT songs FROM Track WHERE track_id = ANY (SELECT track_id FROM Performs HAVING NOT role='vocals' AND NOT artist_id IS NULL);,0.0,0.25,0.25
"CREATE ASSERTION no_vocals_in_role CHECK (NOT EXISTS ( SELECT song FROM Track, Preforms  WHERE Track.track_id = Preforms.track_id AND role = 'vocals' ) ) ;",0.0,0.0,0.0
SELECT T.song FROM Track T INNER JOIN Performs P ON T.track_id = P.track_id WHERE NOT EXISTS( SELECT P2.track_id FROM Performs P2 WHERE role = ´vocals´ AND T.track_id = P2.track_id);,0.0,0.25,0.25
select Track.songs from Track JOIN Performs on Track.track_id=Performs.track_id JOIN Artist on Artist.artist_id=Performs.artist_id where Performs.role !='vocals',0.0,0.25,0.25
SELECT T.song FROM Track T WHERE NOT EXISTS(SELECT * FROM Performs P WHERE P.track_id=T.track_id AND P.role = 'vocals') AND EXISTS(SELECT P.artist_id FROM Performs P WHERE P.track_id=T.track_id);,1.0,1.0,0.0
"SELECT song FROM Track, Performs  WHERE Track.track_id = Performs.track_id  AND artist_id IS NOT NULL  AND NOT EXISTS (SELECT artist_id FROM Performs WHERE role = 'vocals');",0.0,0.25,0.25
"SELECT song , role , artist_id  FROM Track ,  Performs WHERE <> artist  AND role = ´vocals´",0.0,0.0,0.0
"SELECT DISTINCT song FROM Track T, Artist A, Performs P WHERE T.track_id = P.track_id  AND P.artist_id = A.artist_id  AND NOT P.role = 'vocals'  AND P.artist_id IS NOT NULL;",0.0,0.5,0.5
SELECT song FROM Track WHERE NOT EXISTS ( SELECT role FROM Performs WHERE Track.track_id = Performs.track_id AND role = 'vocals');,0.5,0.5,0.0
"SELECT song FROM Track WHERE NOT EXISTS ( SELECT * FROM Track, Performs WHERE Track.track_id = Performs.track_id AND (Performs.role = 'vocals'  OR Performs.artist_id IS NULL);",0.0,0.0,0.0
"SELECT Track.song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND NOT Performs.role = 'vocals' AND NOT Performs.role IS NULL;",0.0,0.5,0.5
"SELECT song FROM Track WHERE NOT EXISTS (SELECT * FROM Performs WHERE Performs.track_id = Track.track_id AND Performs.role = 'vocals') AND EXISTS (SELECT * FROM Performs WHERE Performs.track_id = Track.track_id); -- done this way as pulling Performs out of the exists clause would need us to put distinct on song, which will reduce songs with the same name, requiring a ""with as"" clause on track_id which increases the number of used tables.",1.0,1.0,0.0
SELECT song FROM Track WHERE NOT EXISTS (SELECT Performs.track_id FROM Performs WHERE Performs.track_id = Track.track_id AND role LIKE 'vocals');,0.5,0.5,0.0
SELECT Track.song FROM Track WHERE 'vocals' NOT IN ( SELECT Performs.role FROM Performs WHERE Performs.track_id = Track.track_id )  AND EXISTS ( SELECT Performs.role FROM Performs WHERE Performs.track_id = Track.track_id ),1.0,1.0,0.0
SELECT DISTINCT song FROM Track WHERE track_id NOT (SELECT track_id FROM Performs WHERE role=´vocals´);,0.0,0.0,0.0
SELECT Track.song FROM Track WHERE NOT EXISTS (      SELECT *       FROM Performs      WHERE Track.track_id = Performs.track_id      AND Performs.role = ´vocals´     ) AND NOT Performs.track_id IS NULL ;,0.0,0.25,0.25
"SELECT Track.song FROM Track, Performs WHERE Track.track_id = Performs.track_id GROUP BY song HAVING COUNT(Performs.role = 'vocals') = 0;",0.0,0.25,0.25
SELECT song FROM Track JOIN Performs ON Track.track_id = Performs.track_id WHERE NOT role = 'vocals' AND artist_id IS NOT NULL;,0.0,0.5,0.5
SELECT song FROM Track T WHERE 'vocals' <> ALL (   SELECT role    FROM Performs P ) AND NOT P.artist_id IS NULL;,0.0,0.25,0.25
select song from Track where not exists (  select role from Performs where Track.track_id = Performs.track_id and role = 'vocals' );,0.5,0.5,0.0
SELECT song FROM Track T WHERE NOT EXISTS (SELECT *  FROM Performs P WHERE T.track_id=P.track_id AND P.role='vocals') AND EXISTS (SELECT * FROM Performs P WHERE T.track_id=P.track_id);,1.0,1.0,0.0
"SELECT Track.song FROM Track, Artist WHERE (Artist.name IS NOT NULL) AND NOT ´Vocals´IN (   SELECT role FROM Performs   WHERE Track.track_id = Performs.Track_id );",0.0,0.0,0.0
"SELECT Track.song FROM Track, Performs WHERE NOT EXISTS (SELECT Performs.role FROM Performs WHERE role='vocals');",0.0,0.25,0.25
SELECT DISTINCT song  FROM Track  NATURAL JOIN Performs  WHERE role IS NOT NULL EXCEPT  SELECT song  FROM Track NATURAL JOIN Performs WHERE role = 'vocals';,1.0,1.0,0.0
SELECT song FROM Track WHERE Track.track_id = Performs.track_id AND Performs.role IS NOT NULL AND Performs.role <> 'vocals',0.0,0.25,0.25
"SELECT Track.song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND 'vocals' NOT IN ( SELECT Performs.role FROM Track AS Track2, Performs WHERE Track2.track_id = Performs.track_id AND Track.song = Track2.song);",0.0,0.5,0.5
SELECT song FROM Track T WHERE NOT 'vocals' IN (   SELECT role    FROM Performs P   WHERE T.track_id = P.track_id   AND artist_id IS NOT NULL );,0.5,0.5,0.0
"SELECT DISTINCT Track.song FROM Track,Performs WHERE Track.track_id=Performs.track_id AND NOT Performs.role='vocals' AND NOT artist_id IS NULL;",0.0,0.5,0.5
"SELECT Track.song FROM Track, Performs, Artist WHERE Track.track_id=Performs.track_id AND  Artist.artist_id=Performs.artist_id AND NOT Performs.role='vocals' AND Artist.name IS NOT NULL;",0.0,0.5,0.5
"SELECT DISTINCT x.track_id FROM Performs P , Performs AS x WHERE P.role =  'vocals' AND NOT P.track_id = x.track_id AND NOT x.role IS NULL ;",0.0,0.25,0.25
SELECT song FROM Track WHERE NOT track_id IN ( SELECT track_id FROM Performs WHERE role='vocals' ) AND track_id IN ( SELECT track_id FROM Performs );,1.0,1.0,0.0
"SELECT song FROM Track, Performs WHERE Track.track_id=Performs.track_id AND NOT EXISTS( SELECT role FROM Performs WHERE Track.track_id=Performs.track_id AND Performs.role = 'vocals') AND NOT EXISTS( SELECT track_id FROM Performs WHERE Track.track_id=Performs.track_id AND Performs.role IS NULL);",0.0,0.5,0.5
-- I forgot how to do this :( SELECT song FROM Tracks JOIN Performs ON Track.track_id = Performs.track_id GROUP BY track_id HAVING (   NOT EXISTS 'vocals' IN (   SELECT role FROM Performs   ) );,0.0,0.25,0.25
"SELECT song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND track_id <> ( SELECT track_id FROM Track, Performs WHERE Track.track_id = Performs.track_id AND role LIKE '%vocals%' AND artist_id IS NOT NULL );",0.0,0.25,0.25
"SELECT DISTINCT songs FROM Track, Performs WHERE Track.track_id = Performs.track_id AND NOT artist_id IS NULL AND NOT role = 'vocals';",0.0,0.25,0.25
SELECT song FROM Track t WHERE NOT EXISTS ( SELECT * FROM Performs p WHERE p.track_id = t.track_id AND role = 'vocals' );,0.5,0.5,0.0
"SELECT songs  FROM Track, Performs WHERE Track.track_id = Performs.track_id AND Performs.role IS NOT NULL AND NOT EXISTS(SELECT * FROM Performs AS Performs2(artist_id2, track_id2,role2)            WHERE Performs.track_id = Performs2.track_id2             AND Performs.role =´vocals´);",0.0,0.25,0.25
SELECT t.song FROM Track t WHERE NOT EXISTS(        SELECT 1        FROM Performs p        WHERE t.track_id = p.track_id AND role= vocals);,0.0,0.25,0.25
"SELECT Track.song  FROM Track, Performs WHERE NOT EXISTS ( SELECT   FROM Track, Performs WHERE Track.track_id = Performs.track_Id AND role = 'vocals' );",0.0,0.25,0.25
"SELECT songs FROM Track,Performs WHERE Performs.artist_id = Track.artist_id AND NOT Track.artist_id IN (SELECT artist_id FROM Performs WHERE role = 'vocals' OR role IS NULL)",0.0,0.25,0.25
"SELECT song FROM Track t WHERE NOT EXISTS( SELECT * FROM Performs p, Artist a WHERE t.track_id=p.track_id AND a.artist_id=p.artist_id AND p.role=´vocals´) AND EXISTS( SELECT * FROM Performs p, Artist a WHERE t.track_id=p.track_id AND a.artist_id=p.artist_id);",0.8,0.25,-0.55
SELECT song FROM Track WHERE NOT EXISTS (SELECT role FROM Performs WHERE track_id=Track.id AND role='vocals') AND (SELECT COUNT(*) FROM Performs WHERE track_id=Track.id) > 0;,0.0,0.25,0.25
SELECT Track.song  FROM Track WHERE NOT EXISTS ( SELECT Performs.role  FROM Performs WHERE Track.track_id = Performs.track_id AND Performs.role = 'vocals' AND Performs.artist_id IS NOT NULL) ;,0.5,0.5,0.0
SELECT DISTINCT track_id FROM Track T WHERE NOT 'vocals' IN ( SELECT role FROM Performs P WHERE P.track_id = T.track_id ) AND ( EXISTS ( SELECT artist_id FROM Performs P WHERE P.track_id = T.track_id ));,0.0,0.25,0.25
SELECT DISTINCT T.song FROM Track T WHERE NOT EXISTS ( SELECT P.artist_id FROM Perfroms P WHERE P.track_id = T.track_id AND P.role =´vocals AND P.artist_id IS NULL );,0.0,0.25,0.25
"SELECT song FROM Track, Performs WHERE role<>'vocals' AND Track.track_id=Performs.track_id AND EXISTS (SELECT*FROM Track, Performs WHERE Track.track_id=Performs.track_id AND artist_id IS NOT NULL);",0.0,0.5,0.5
SELECT T.song FROM Track T  JOIN Performs P ON T.track_id = P.track_id WHERE T.track_id NOT IN (   SELECT DISTINCT T2.track_id   FROM Track AS T2 JOIN Performs AS P2 ON T2.track_id = P2.track_id   WHERE P2.role = 'vocals' ) AND NOT artist_id IS NULL;,0.0,0.5,0.5
SELECT song FROM Track WHERE NOT EXISTS(SELECT * FROM Performs WHERE Track.track_id = Performs.track_id AND Performs.role = 'vocals') AND EXISTS(SELECT * FROM Performs WHERE Track.track_id = Performs.track_id);,1.0,1.0,0.0
SELECT Track.song FROM Track WHERE NOT EXISTS (   SELECT Performs.track_id   FROM Performs   WHERE Performs.track_id = Track.track_id   AND role = 'vocals');,0.5,0.5,0.0
"SELECT DISTINCT song  FROM Track WHERE NOT EXISTS (SELECT P.role FROM Track T, Performs P, Artist A WHERE T.track_id=P.track_id AND P.role = 'vocals' AND A.name IS NOT NULL);",0.0,0.25,0.25
SELECT Track.song FROM Track WHERE Track.track_id NOT IN (   SELECT Performs.track_id   FROM Performs   WHERE Performs.role = 'vocals'; );,0.0,0.0,0.0
"SELECT T.song FROM Track T WHERE NOT EXISTS (          SELECT T.track_id          FROM Track T, Performs P          WHERE P.track_id = T.track_id          AND P.role = 'vocals'          AND P.artist_id IS NULL );",0.0,0.5,0.5
SELECT song FROM Track WHERE NOT EXISTS (SELECT role FROM Performs WHERE Track.track_id=Performs.track_id AND Performs.role='vocals');,0.5,0.5,0.0
SELECT song  FROM Track  WHERE NOT 'vocals' IN (  SELECT role  FROM Performs  WHERE Track.track_id = Performs.track_id   AND Performs.artist_id IS NOT NULL );,0.5,0.5,0.0
SELECT Track.song FROM Track WHERE NOT 'vocals' IN ( SELECT Performs.role FROM Performs WHERE Performs.track_id = Track.track_id) AND EXISTS (SELECT* FROM Performs WHERE Performs.track_id = Track.track_id);,1.0,1.0,0.0
